,GEO.display-label,HC03_VC30,HC03_VC31
1236,"Arenac County, Michigan",11.7,1.1
1237,"Baraga County, Michigan",5.4,0.8
1238,"Barry County, Michigan",10.8,0.1
1239,"Bay County, Michigan",8.3,0.6
1240,"Benzie County, Michigan",10.2,0.5
1241,"Berrien County, Michigan",8.4,0.4
1242,"Branch County, Michigan",11.2,0.4
1243,"Calhoun County, Michigan",10.3,0.3
1244,"Cass County, Michigan",9.3,0.2
1245,"Charlevoix County, Michigan",8.5,0.2
1246,"Cheboygan County, Michigan",11.6,0.2
1247,"Chippewa County, Michigan",12.8,2.1
1248,"Clare County, Michigan",12.0,0.4
1249,"Clinton County, Michigan",8.8,0.8
1250,"Crawford County, Michigan",11.7,0.8
1251,"Delta County, Michigan",8.9,0.9
1252,"Dickinson County, Michigan",8.1,0.1
1253,"Eaton County, Michigan",9.8,0.5
1254,"Emmet County, Michigan",10.6,0.2
1255,"Genesee County, Michigan",9.5,1.0
1256,"Gladwin County, Michigan",10.7,1.2
1257,"Gogebic County, Michigan",14.7,0.4
1258,"Grand Traverse County, Michigan",10.4,0.7
1259,"Gratiot County, Michigan",10.7,0.0
1260,"Hillsdale County, Michigan",10.9,0.3
1261,"Houghton County, Michigan",12.9,1.3
1262,"Huron County, Michigan",9.6,0.5
1263,"Ingham County, Michigan",8.5,3.4
1264,"Ionia County, Michigan",11.4,0.2
1265,"Iosco County, Michigan",8.6,0.5
1266,"Iron County, Michigan",10.3,0.2
1267,"Isabella County, Michigan",9.9,1.1
1268,"Jackson County, Michigan",9.1,0.5
1269,"Kalamazoo County, Michigan",7.9,1.1
1270,"Kalkaska County, Michigan",15.3,0.3
1271,"Kent County, Michigan",8.7,1.5
1272,"Keweenaw County, Michigan",15.9,0.0
1273,"Lake County, Michigan",11.1,1.2
1274,"Lapeer County, Michigan",10.2,0.6
1275,"Leelanau County, Michigan",8.9,0.4
1276,"Lenawee County, Michigan",10.6,0.2
1277,"Livingston County, Michigan",8.1,0.2
1278,"Luce County, Michigan",12.0,0.0
1279,"Mackinac County, Michigan",10.2,2.6
1280,"Macomb County, Michigan",8.0,0.6
1281,"Manistee County, Michigan",11.7,0.3
1282,"Marquette County, Michigan",9.8,0.4
1283,"Mason County, Michigan",11.7,0.4
1284,"Mecosta County, Michigan",10.6,0.2
1285,"Menominee County, Michigan",11.7,0.1
1286,"Midland County, Michigan",7.6,0.9
1287,"Missaukee County, Michigan",11.0,1.4
1288,"Monroe County, Michigan",7.6,0.3
1289,"Montcalm County, Michigan",11.9,0.1
1290,"Montmorency County, Michigan",9.6,0.0
1291,"Muskegon County, Michigan",10.3,0.6
1292,"Newaygo County, Michigan",12.8,0.2
1293,"Oakland County, Michigan",7.4,0.5
1294,"Oceana County, Michigan",11.6,0.2
1295,"Ogemaw County, Michigan",10.0,0.5
1296,"Ontonagon County, Michigan",11.5,0.2
1297,"Osceola County, Michigan",11.5,0.3
1298,"Oscoda County, Michigan",10.6,0.0
1299,"Otsego County, Michigan",9.9,0.5
1300,"Ottawa County, Michigan",8.4,0.6
1301,"Presque Isle County, Michigan",12.6,0.6
1302,"Roscommon County, Michigan",13.1,0.3
1303,"Saginaw County, Michigan",7.5,0.7
1304,"St. Clair County, Michigan",10.4,0.5
1305,"St. Joseph County, Michigan",10.6,0.3
1306,"Sanilac County, Michigan",9.2,0.7
1307,"Schoolcraft County, Michigan",13.3,1.9
1308,"Shiawassee County, Michigan",9.4,0.2
1309,"Tuscola County, Michigan",9.7,0.5
1310,"Van Buren County, Michigan",10.9,0.2
1311,"Washtenaw County, Michigan",7.9,3.8
1312,"Wayne County, Michigan",9.4,3.1
1313,"Wexford County, Michigan",11.3,0.3
1314,"Aitkin County, Minnesota",13.4,0.3
1315,"Anoka County, Minnesota",8.7,2.9
1316,"Becker County, Minnesota",12.6,0.3
1317,"Beltrami County, Minnesota",12.8,2.0
1318,"Benton County, Minnesota",7.9,1.1
1319,"Big Stone County, Minnesota",9.6,3.2
1320,"Blue Earth County, Minnesota",9.4,1.3
1321,"Brown County, Minnesota",7.5,0.4
1322,"Carlton County, Minnesota",9.3,0.3
1323,"Carver County, Minnesota",6.1,1.6
1324,"Cass County, Minnesota",10.9,0.8
1325,"Chippewa County, Minnesota",8.9,0.2
1326,"Chisago County, Minnesota",10.3,0.4
1327,"Clay County, Minnesota",8.0,0.6
1328,"Clearwater County, Minnesota",8.5,0.7
1329,"Cook County, Minnesota",10.3,0.0
1330,"Cottonwood County, Minnesota",10.6,1.4
1331,"Crow Wing County, Minnesota",10.1,0.4
1332,"Dakota County, Minnesota",8.4,3.1
1333,"Dodge County, Minnesota",8.9,1.8
1334,"Douglas County, Minnesota",9.2,0.2
1335,"Faribault County, Minnesota",11.9,0.2
1336,"Fillmore County, Minnesota",10.8,2.7
1337,"Freeborn County, Minnesota",11.0,0.6
1338,"Goodhue County, Minnesota",10.5,1.0
1339,"Grant County, Minnesota",8.1,2.8
1340,"Hennepin County, Minnesota",8.4,7.4
1341,"Houston County, Minnesota",9.0,1.4
1342,"Hubbard County, Minnesota",10.4,0.2
1343,"Isanti County, Minnesota",10.7,0.3
1344,"Itasca County, Minnesota",10.6,0.6
1345,"Jackson County, Minnesota",8.1,1.1
1346,"Kanabec County, Minnesota",13.8,0.1
1347,"Kandiyohi County, Minnesota",11.7,1.2
1348,"Kittson County, Minnesota",11.2,0.3
1349,"Koochiching County, Minnesota",10.0,0.5
1350,"Lac qui Parle County, Minnesota",9.2,0.2
1351,"Lake County, Minnesota",10.7,0.5
1352,"Lake of the Woods County, Minnesota",14.5,0.7
1353,"Le Sueur County, Minnesota",11.3,0.4
1354,"Lincoln County, Minnesota",10.3,0.3
1355,"Lyon County, Minnesota",10.7,1.3
1356,"McLeod County, Minnesota",10.8,0.2
1357,"Mahnomen County, Minnesota",18.0,0.5
1358,"Marshall County, Minnesota",13.0,0.2
1359,"Martin County, Minnesota",10.0,0.4
1360,"Meeker County, Minnesota",9.0,0.1
1361,"Mille Lacs County, Minnesota",10.8,0.2
1362,"Morrison County, Minnesota",13.4,0.2
1363,"Mower County, Minnesota",10.0,2.7
1364,"Murray County, Minnesota",8.3,0.0
1365,"Nicollet County, Minnesota",7.9,0.0
1366,"Nobles County, Minnesota",16.5,0.7
1367,"Norman County, Minnesota",10.6,0.2
1368,"Olmsted County, Minnesota",10.2,3.4
1369,"Otter Tail County, Minnesota",11.2,0.6
1370,"Pennington County, Minnesota",12.8,1.3
1371,"Pine County, Minnesota",11.8,0.2
1372,"Pipestone County, Minnesota",9.1,0.0
1373,"Polk County, Minnesota",9.2,1.6
1374,"Pope County, Minnesota",8.3,0.6
1375,"Ramsey County, Minnesota",9.6,6.5
1376,"Red Lake County, Minnesota",12.9,0.1
1377,"Redwood County, Minnesota",9.8,0.6
1378,"Renville County, Minnesota",8.5,1.0
1379,"Rice County, Minnesota",10.6,1.0
1380,"Rock County, Minnesota",9.7,0.9
1381,"Roseau County, Minnesota",19.4,0.2
1382,"St. Louis County, Minnesota",9.7,2.4
1383,"Scott County, Minnesota",7.3,1.8
1384,"Sherburne County, Minnesota",9.5,1.1
1385,"Sibley County, Minnesota",12.6,0.3
1386,"Stearns County, Minnesota",8.2,1.4
1387,"Steele County, Minnesota",8.0,0.9
1388,"Stevens County, Minnesota",9.9,9.1
1389,"Swift County, Minnesota",8.2,0.2
1390,"Todd County, Minnesota",10.4,0.1
1391,"Traverse County, Minnesota",6.3,0.0
1392,"Wabasha County, Minnesota",11.1,2.9
1393,"Wadena County, Minnesota",11.1,0.2
1394,"Waseca County, Minnesota",10.0,0.3
1395,"Washington County, Minnesota",8.6,2.1
1396,"Watonwan County, Minnesota",15.3,1.9
1397,"Wilkin County, Minnesota",7.7,0.0
1398,"Winona County, Minnesota",7.5,1.3
1399,"Wright County, Minnesota",9.1,0.7
1400,"Yellow Medicine County, Minnesota",12.0,0.1
1401,"Adams County, Mississippi",8.8,0.4
1402,"Alcorn County, Mississippi",7.4,0.6
1403,"Amite County, Mississippi",15.0,0.0
1404,"Attala County, Mississippi",12.7,0.5
1405,"Benton County, Mississippi",14.2,0.0
1406,"Bolivar County, Mississippi",11.4,0.3
1407,"Calhoun County, Mississippi",16.8,0.2
1408,"Carroll County, Mississippi",16.2,0.3
1409,"Chickasaw County, Mississippi",14.3,0.8
1410,"Choctaw County, Mississippi",11.8,0.2
1411,"Claiborne County, Mississippi",16.0,0.6
1412,"Clarke County, Mississippi",8.5,0.2
1413,"Clay County, Mississippi",11.6,0.1
1414,"Coahoma County, Mississippi",19.5,2.1
1415,"Copiah County, Mississippi",11.9,0.8
1416,"Covington County, Mississippi",11.0,0.6
1417,"DeSoto County, Mississippi",9.5,0.3
1418,"Forrest County, Mississippi",10.0,0.3
1419,"Franklin County, Mississippi",12.7,1.7
1420,"George County, Mississippi",18.5,0.3
1421,"Greene County, Mississippi",16.4,1.6
1422,"Grenada County, Mississippi",13.2,0.8
1423,"Hancock County, Mississippi",12.2,0.1
1424,"Harrison County, Mississippi",13.0,0.5
1425,"Hinds County, Mississippi",10.4,0.6
1426,"Holmes County, Mississippi",15.1,2.1
1427,"Humphreys County, Mississippi",15.2,0.0
1428,"Issaquena County, Mississippi",9.5,0.0
1429,"Itawamba County, Mississippi",11.6,0.6
1430,"Jackson County, Mississippi",11.4,0.3
1431,"Jasper County, Mississippi",10.3,0.3
1432,"Jefferson County, Mississippi",10.6,0.0
1433,"Jefferson Davis County, Mississippi",9.3,0.0
1434,"Jones County, Mississippi",9.7,0.6
1435,"Kemper County, Mississippi",13.7,1.8
1436,"Lafayette County, Mississippi",10.2,0.6
1437,"Lamar County, Mississippi",8.8,0.1
1438,"Lauderdale County, Mississippi",8.8,0.2
1439,"Lawrence County, Mississippi",13.8,0.3
1440,"Leake County, Mississippi",14.3,0.3
1441,"Lee County, Mississippi",8.7,0.2
1442,"Leflore County, Mississippi",16.1,0.1
1443,"Lincoln County, Mississippi",9.4,0.2
1444,"Lowndes County, Mississippi",11.1,0.4
1445,"Madison County, Mississippi",8.9,0.1
1446,"Marion County, Mississippi",13.3,0.3
1447,"Marshall County, Mississippi",13.1,0.2
1448,"Monroe County, Mississippi",11.9,0.4
1449,"Montgomery County, Mississippi",14.5,0.0
1450,"Neshoba County, Mississippi",16.7,1.2
1451,"Newton County, Mississippi",12.2,0.1
1452,"Noxubee County, Mississippi",14.8,3.0
1453,"Oktibbeha County, Mississippi",11.5,0.8
1454,"Panola County, Mississippi",13.1,0.0
1455,"Pearl River County, Mississippi",13.3,0.3
1456,"Perry County, Mississippi",14.7,0.8
1457,"Pike County, Mississippi",9.8,0.6
1458,"Pontotoc County, Mississippi",10.8,0.2
1459,"Prentiss County, Mississippi",7.7,0.3
1460,"Quitman County, Mississippi",18.2,0.3
1461,"Rankin County, Mississippi",8.9,0.2
1462,"Scott County, Mississippi",19.2,0.0
1463,"Sharkey County, Mississippi",19.5,1.4
1464,"Simpson County, Mississippi",15.1,0.8
1465,"Smith County, Mississippi",11.1,0.3
1466,"Stone County, Mississippi",13.3,0.3
1467,"Sunflower County, Mississippi",15.9,0.1
1468,"Tallahatchie County, Mississippi",20.3,1.7
1469,"Tate County, Mississippi",9.9,0.1
1470,"Tippah County, Mississippi",10.5,1.1
1471,"Tishomingo County, Mississippi",8.2,0.0
1472,"Tunica County, Mississippi",16.2,0.9
1473,"Union County, Mississippi",13.9,0.2
1474,"Walthall County, Mississippi",7.6,0.7
1475,"Warren County, Mississippi",10.5,0.1
1476,"Washington County, Mississippi",14.7,0.4
1477,"Wayne County, Mississippi",12.3,0.5
1478,"Webster County, Mississippi",14.0,0.2
1479,"Wilkinson County, Mississippi",10.0,0.4
1480,"Winston County, Mississippi",14.5,0.5
1481,"Yalobusha County, Mississippi",11.9,0.0
1482,"Yazoo County, Mississippi",15.6,0.6
1483,"Adair County, Missouri",9.9,0.2
1484,"Andrew County, Missouri",10.2,0.1
1485,"Atchison County, Missouri",10.2,0.0
1486,"Audrain County, Missouri",11.5,0.0
1487,"Barry County, Missouri",12.5,0.6
1488,"Barton County, Missouri",12.0,0.0
1489,"Bates County, Missouri",14.8,0.2
1490,"Benton County, Missouri",8.4,0.0
1491,"Bollinger County, Missouri",11.3,0.1
1492,"Boone County, Missouri",12.7,0.5
1493,"Buchanan County, Missouri",12.2,0.8
1494,"Butler County, Missouri",8.9,0.6
1495,"Caldwell County, Missouri",16.2,0.0
1496,"Callaway County, Missouri",13.4,0.5
1497,"Camden County, Missouri",10.8,0.4
1498,"Cape Girardeau County, Missouri",10.7,0.3
1499,"Carroll County, Missouri",13.6,0.2
1500,"Carter County, Missouri",11.9,0.0
1501,"Cass County, Missouri",11.1,0.4
1502,"Cedar County, Missouri",11.1,0.1
1503,"Chariton County, Missouri",8.3,0.0
1504,"Christian County, Missouri",10.8,0.1
1505,"Clark County, Missouri",13.6,0.6
1506,"Clay County, Missouri",9.3,0.8
1507,"Clinton County, Missouri",12.1,0.1
1508,"Cole County, Missouri",11.7,0.3
1509,"Cooper County, Missouri",18.8,0.8
1510,"Crawford County, Missouri",20.4,0.2
1511,"Dade County, Missouri",8.0,0.2
1512,"Dallas County, Missouri",14.1,0.6
1513,"Daviess County, Missouri",19.0,0.0
1514,"DeKalb County, Missouri",10.7,0.1
1515,"Dent County, Missouri",11.9,0.0
1516,"Douglas County, Missouri",9.0,0.1
1517,"Dunklin County, Missouri",13.7,0.1
1518,"Franklin County, Missouri",12.4,0.0
1519,"Gasconade County, Missouri",12.1,0.5
1520,"Gentry County, Missouri",13.3,0.6
1521,"Greene County, Missouri",9.0,0.6
1522,"Grundy County, Missouri",14.3,0.2
1523,"Harrison County, Missouri",11.0,1.1
1524,"Henry County, Missouri",13.4,0.8
1525,"Hickory County, Missouri",11.1,0.3
1526,"Holt County, Missouri",11.9,0.0
1527,"Howard County, Missouri",16.5,0.1
1528,"Howell County, Missouri",10.0,0.2
1529,"Iron County, Missouri",12.0,0.0
1530,"Jackson County, Missouri",9.0,2.7
1531,"Jasper County, Missouri",10.5,0.2
1532,"Jefferson County, Missouri",10.8,0.1
1533,"Johnson County, Missouri",11.7,0.6
1534,"Knox County, Missouri",11.5,0.0
1535,"Laclede County, Missouri",12.8,0.1
1536,"Lafayette County, Missouri",12.5,0.2
1537,"Lawrence County, Missouri",11.8,0.2
1538,"Lewis County, Missouri",12.5,0.4
1539,"Lincoln County, Missouri",13.8,0.5
1540,"Linn County, Missouri",13.2,0.1
1541,"Livingston County, Missouri",6.6,1.0
1542,"McDonald County, Missouri",13.8,0.4
1543,"Macon County, Missouri",11.0,0.0
1544,"Madison County, Missouri",12.4,0.3
1545,"Maries County, Missouri",15.5,0.3
1546,"Marion County, Missouri",11.5,0.6
1547,"Mercer County, Missouri",13.4,0.0
1548,"Miller County, Missouri",16.3,0.8
1549,"Mississippi County, Missouri",19.7,0.0
1550,"Moniteau County, Missouri",16.6,0.0
1551,"Monroe County, Missouri",15.2,0.2
1552,"Montgomery County, Missouri",13.0,0.2
1553,"Morgan County, Missouri",15.5,0.2
1554,"New Madrid County, Missouri",10.0,0.0
1555,"Newton County, Missouri",12.0,0.0
1556,"Nodaway County, Missouri",10.3,0.1
1557,"Oregon County, Missouri",12.3,1.4
1558,"Osage County, Missouri",17.4,0.0
1559,"Ozark County, Missouri",8.2,0.2
1560,"Pemiscot County, Missouri",10.1,0.0
1561,"Perry County, Missouri",12.4,0.4
1562,"Pettis County, Missouri",14.5,0.3
1563,"Phelps County, Missouri",11.7,0.3
1564,"Pike County, Missouri",12.4,0.1
1565,"Platte County, Missouri",8.8,0.8
1566,"Polk County, Missouri",9.9,0.4
1567,"Pulaski County, Missouri",9.1,0.5
1568,"Putnam County, Missouri",11.3,0.7
1569,"Ralls County, Missouri",12.2,0.0
1570,"Randolph County, Missouri",9.6,0.8
1571,"Ray County, Missouri",13.4,0.8
1572,"Reynolds County, Missouri",17.2,0.2
1573,"Ripley County, Missouri",17.1,0.0
1574,"St. Charles County, Missouri",7.1,0.2
1575,"St. Clair County, Missouri",13.2,0.5
1576,"Ste. Genevieve County, Missouri",10.8,1.0
1577,"St. Francois County, Missouri",13.4,0.3
1578,"St. Louis County, Missouri",7.5,2.2
1579,"Saline County, Missouri",11.9,0.2
1580,"Schuyler County, Missouri",15.5,0.0
1581,"Scotland County, Missouri",12.3,0.0
1582,"Scott County, Missouri",12.7,0.4
1583,"Shannon County, Missouri",22.0,0.0
1584,"Shelby County, Missouri",13.1,0.6
1585,"Stoddard County, Missouri",11.6,0.3
1586,"Stone County, Missouri",16.6,0.3
1587,"Sullivan County, Missouri",19.0,0.0
1588,"Taney County, Missouri",14.4,0.3
1589,"Texas County, Missouri",10.2,0.4
1590,"Vernon County, Missouri",13.6,0.0
1591,"Warren County, Missouri",15.9,0.1
1592,"Washington County, Missouri",20.2,0.2
1593,"Wayne County, Missouri",10.0,0.6
1594,"Webster County, Missouri",13.1,0.4
1595,"Worth County, Missouri",10.9,0.0
1596,"Wright County, Missouri",11.8,0.0
1597,"St. Louis city, Missouri",10.9,10.6
1598,"Beaverhead County, Montana",10.4,0.0
1599,"Big Horn County, Montana",15.6,0.5
1600,"Blaine County, Montana",11.1,0.3
1601,"Broadwater County, Montana",11.0,0.0
1602,"Carbon County, Montana",11.8,2.8
1603,"Carter County, Montana",7.5,0.0
1604,"Cascade County, Montana",11.2,1.3
1605,"Chouteau County, Montana",10.5,0.1
1606,"Custer County, Montana",9.6,0.0
1607,"Daniels County, Montana",8.5,0.0
1608,"Dawson County, Montana",10.3,0.0
1609,"Deer Lodge County, Montana",17.1,2.0
1610,"Fallon County, Montana",5.7,0.0
1611,"Fergus County, Montana",8.2,0.0
1612,"Flathead County, Montana",10.4,0.4
1613,"Gallatin County, Montana",12.8,0.8
1614,"Garfield County, Montana",11.0,0.0
1615,"Glacier County, Montana",14.3,0.0
1616,"Golden Valley County, Montana",17.7,0.0
1617,"Granite County, Montana",6.3,2.1
1618,"Hill County, Montana",12.2,0.1
1619,"Jefferson County, Montana",10.0,0.0
1620,"Judith Basin County, Montana",5.9,0.0
1621,"Lake County, Montana",9.3,0.3
1622,"Lewis and Clark County, Montana",13.5,0.3
1623,"Liberty County, Montana",5.6,0.0
1624,"Lincoln County, Montana",5.4,0.2
1625,"McCone County, Montana",4.3,0.0
1626,"Madison County, Montana",11.3,0.1
1627,"Meagher County, Montana",3.7,1.8
1628,"Mineral County, Montana",5.8,0.0
1629,"Missoula County, Montana",8.7,2.2
1630,"Musselshell County, Montana",12.6,0.0
1631,"Park County, Montana",12.5,2.1
1632,"Petroleum County, Montana",3.2,0.0
1633,"Phillips County, Montana",12.0,0.0
1634,"Pondera County, Montana",8.2,0.1
1635,"Powder River County, Montana",5.5,0.0
1636,"Powell County, Montana",9.7,1.2
1637,"Prairie County, Montana",6.2,1.9
1638,"Ravalli County, Montana",10.1,0.0
1639,"Richland County, Montana",13.0,3.8
1640,"Roosevelt County, Montana",11.9,0.4
1641,"Rosebud County, Montana",9.7,0.5
1642,"Sanders County, Montana",9.8,0.4
1643,"Sheridan County, Montana",9.4,0.0
1644,"Silver Bow County, Montana",9.6,0.9
1645,"Stillwater County, Montana",15.2,6.6
1646,"Sweet Grass County, Montana",12.9,6.0
1647,"Teton County, Montana",15.5,0.6
1648,"Toole County, Montana",10.7,0.0
1649,"Treasure County, Montana",5.1,0.0
1650,"Valley County, Montana",6.0,1.5
1651,"Wheatland County, Montana",7.9,4.3
1652,"Wibaux County, Montana",8.1,0.0
1653,"Yellowstone County, Montana",9.9,1.3
1654,"Adams County, Nebraska",11.9,0.3
1655,"Antelope County, Nebraska",7.8,0.0
1656,"Arthur County, Nebraska",5.4,0.0
1657,"Banner County, Nebraska",21.1,0.0
1658,"Blaine County, Nebraska",7.1,0.0
1659,"Boone County, Nebraska",7.9,0.0
1660,"Box Butte County, Nebraska",6.9,0.5
1661,"Boyd County, Nebraska",6.3,0.4
1662,"Brown County, Nebraska",6.0,0.0
1663,"Buffalo County, Nebraska",7.9,0.2
1664,"Burt County, Nebraska",7.9,0.3
1665,"Butler County, Nebraska",11.0,0.5
1666,"Cass County, Nebraska",9.7,0.0
1667,"Cedar County, Nebraska",9.9,0.1
1668,"Chase County, Nebraska",6.8,0.0
1669,"Cherry County, Nebraska",10.5,0.0
1670,"Cheyenne County, Nebraska",12.8,0.0
1671,"Clay County, Nebraska",8.3,0.1
1672,"Colfax County, Nebraska",15.4,0.0
1673,"Cuming County, Nebraska",12.8,0.0
1674,"Custer County, Nebraska",9.0,0.0
1675,"Dakota County, Nebraska",15.6,0.4
1676,"Dawes County, Nebraska",10.3,1.7
1677,"Dawson County, Nebraska",17.6,0.0
1678,"Deuel County, Nebraska",13.0,0.0
1679,"Dixon County, Nebraska",14.2,0.1
1680,"Dodge County, Nebraska",9.2,0.0
1681,"Douglas County, Nebraska",10.7,1.2
1682,"Dundy County, Nebraska",12.7,0.0
1683,"Fillmore County, Nebraska",11.0,0.0
1684,"Franklin County, Nebraska",10.5,0.0
1685,"Frontier County, Nebraska",8.0,0.0
1686,"Furnas County, Nebraska",8.7,0.0
1687,"Gage County, Nebraska",10.8,0.0
1688,"Garden County, Nebraska",14.4,0.2
1689,"Garfield County, Nebraska",8.4,0.0
1690,"Gosper County, Nebraska",10.3,1.1
1691,"Grant County, Nebraska",5.5,0.0
1692,"Greeley County, Nebraska",10.0,0.0
1693,"Hall County, Nebraska",11.5,0.4
1694,"Hamilton County, Nebraska",11.0,0.0
1695,"Harlan County, Nebraska",8.9,0.0
1696,"Hayes County, Nebraska",12.2,0.0
1697,"Hitchcock County, Nebraska",9.9,0.2
1698,"Holt County, Nebraska",8.9,0.3
1699,"Hooker County, Nebraska",9.3,0.0
1700,"Howard County, Nebraska",10.5,0.0
1701,"Jefferson County, Nebraska",8.8,0.4
1702,"Johnson County, Nebraska",14.6,0.0
1703,"Kearney County, Nebraska",11.0,0.4
1704,"Keith County, Nebraska",7.9,0.4
1705,"Keya Paha County, Nebraska",8.1,0.0
1706,"Kimball County, Nebraska",12.9,0.2
1707,"Knox County, Nebraska",8.9,0.3
1708,"Lancaster County, Nebraska",9.6,1.2
1709,"Lincoln County, Nebraska",8.2,0.3
1710,"Logan County, Nebraska",6.4,0.0
1711,"Loup County, Nebraska",9.7,0.0
1712,"McPherson County, Nebraska",13.9,0.0
1713,"Madison County, Nebraska",13.1,0.2
1714,"Merrick County, Nebraska",10.5,0.4
1715,"Morrill County, Nebraska",9.0,0.5
1716,"Nance County, Nebraska",7.8,0.2
1717,"Nemaha County, Nebraska",13.2,0.0
1718,"Nuckolls County, Nebraska",6.2,0.0
1719,"Otoe County, Nebraska",13.7,0.0
1720,"Pawnee County, Nebraska",14.1,0.0
1721,"Perkins County, Nebraska",11.0,0.0
1722,"Phelps County, Nebraska",6.9,0.2
1723,"Pierce County, Nebraska",10.7,0.0
1724,"Platte County, Nebraska",7.6,0.1
1725,"Polk County, Nebraska",8.8,0.0
1726,"Red Willow County, Nebraska",10.2,0.0
1727,"Richardson County, Nebraska",8.5,0.6
1728,"Rock County, Nebraska",8.3,0.4
1729,"Saline County, Nebraska",11.9,0.0
1730,"Sarpy County, Nebraska",8.1,0.3
1731,"Saunders County, Nebraska",9.6,0.0
1732,"Scotts Bluff County, Nebraska",8.5,0.6
1733,"Seward County, Nebraska",8.3,0.1
1734,"Sheridan County, Nebraska",11.0,0.0
1735,"Sherman County, Nebraska",8.4,0.0
1736,"Sioux County, Nebraska",10.3,0.3
1737,"Stanton County, Nebraska",10.0,0.8
1738,"Thayer County, Nebraska",9.0,0.4
1739,"Thomas County, Nebraska",6.4,0.0
1740,"Thurston County, Nebraska",13.4,1.4
1741,"Valley County, Nebraska",9.8,0.0
1742,"Washington County, Nebraska",6.8,0.1
1743,"Wayne County, Nebraska",3.5,0.0
1744,"Webster County, Nebraska",8.2,0.0
1745,"Wheeler County, Nebraska",2.9,0.0
1746,"York County, Nebraska",7.2,0.2
1747,"Churchill County, Nevada",8.3,0.2
1748,"Clark County, Nevada",11.5,3.6
1749,"Douglas County, Nevada",11.6,0.4
1750,"Elko County, Nevada",16.7,9.0
1751,"Esmeralda County, Nevada",6.5,0.0
1752,"Eureka County, Nevada",10.9,2.4
1753,"Humboldt County, Nevada",23.5,9.6
1754,"Lander County, Nevada",21.8,7.7
1755,"Lincoln County, Nevada",7.2,0.4
1756,"Lyon County, Nevada",10.5,0.0
1757,"Mineral County, Nevada",2.1,0.0
1758,"Nye County, Nevada",20.2,0.9
1759,"Pershing County, Nevada",11.0,1.8
1760,"Storey County, Nevada",10.8,0.7
1761,"Washoe County, Nevada",10.8,2.9
1762,"White Pine County, Nevada",19.1,1.3
1763,"Carson City, Nevada",9.6,0.4
1764,"Belknap County, New Hampshire",7.4,0.3
1765,"Carroll County, New Hampshire",7.2,0.2
1766,"Cheshire County, New Hampshire",8.4,0.4
1767,"Coos County, New Hampshire",10.5,0.3
1768,"Grafton County, New Hampshire",9.7,0.8
1769,"Hillsborough County, New Hampshire",8.2,0.9
1770,"Merrimack County, New Hampshire",8.3,0.3
1771,"Rockingham County, New Hampshire",6.4,0.7
1772,"Strafford County, New Hampshire",11.2,1.6
1773,"Sullivan County, New Hampshire",9.4,0.2
1774,"Atlantic County, New Jersey",9.0,8.2
1775,"Bergen County, New Jersey",7.7,13.1
1776,"Burlington County, New Jersey",8.3,3.1
1777,"Camden County, New Jersey",9.9,7.9
1778,"Cape May County, New Jersey",9.6,1.5
1779,"Cumberland County, New Jersey",13.1,2.0
1780,"Essex County, New Jersey",10.0,19.7
1781,"Gloucester County, New Jersey",8.2,2.6
1782,"Hudson County, New Jersey",8.4,38.7
1783,"Hunterdon County, New Jersey",6.3,2.7
1784,"Mercer County, New Jersey",11.1,7.3
1785,"Middlesex County, New Jersey",9.3,9.8
1786,"Monmouth County, New Jersey",9.1,8.4
1787,"Morris County, New Jersey",7.7,4.4
1788,"Ocean County, New Jersey",9.1,2.2
1789,"Passaic County, New Jersey",8.7,8.9
1790,"Salem County, New Jersey",9.0,1.5
1791,"Somerset County, New Jersey",9.3,5.4
1792,"Sussex County, New Jersey",7.5,1.7
1793,"Union County, New Jersey",9.8,9.9
1794,"Warren County, New Jersey",9.9,1.9
1795,"Bernalillo County, New Mexico",11.4,1.9
1796,"Catron County, New Mexico",14.0,0.0
1797,"Chaves County, New Mexico",17.0,0.3
1798,"Cibola County, New Mexico",15.6,0.1
1799,"Colfax County, New Mexico",15.3,0.2
1800,"Curry County, New Mexico",11.5,0.3
1801,"De Baca County, New Mexico",11.7,0.0
1802,"Doña Ana County, New Mexico",11.4,0.4
1803,"Eddy County, New Mexico",16.0,0.9
1804,"Grant County, New Mexico",12.0,0.2
1805,"Guadalupe County, New Mexico",9.2,1.1
1806,"Harding County, New Mexico",8.7,0.9
1807,"Hidalgo County, New Mexico",19.1,0.0
1808,"Lea County, New Mexico",14.6,0.0
1809,"Lincoln County, New Mexico",16.4,0.3
1810,"Los Alamos County, New Mexico",10.3,1.0
1811,"Luna County, New Mexico",12.4,0.8
1812,"McKinley County, New Mexico",8.8,0.3
1813,"Mora County, New Mexico",19.2,0.2
1814,"Otero County, New Mexico",13.9,0.4
1815,"Quay County, New Mexico",12.4,0.0
1816,"Rio Arriba County, New Mexico",18.2,1.5
1817,"Roosevelt County, New Mexico",9.3,0.0
1818,"Sandoval County, New Mexico",11.6,1.0
1819,"San Juan County, New Mexico",9.1,0.1
1820,"San Miguel County, New Mexico",11.2,0.5
1821,"Santa Fe County, New Mexico",12.4,1.2
1822,"Sierra County, New Mexico",4.5,0.0
1823,"Socorro County, New Mexico",7.1,0.3
1824,"Taos County, New Mexico",11.3,1.3
1825,"Torrance County, New Mexico",5.9,0.4
1826,"Union County, New Mexico",17.2,1.3
