,GEO.display-label,HC03_VC30,HC03_VC31
1827,"Valencia County, New Mexico",13.3,0.9
1828,"Albany County, New York",8.6,5.1
1829,"Allegany County, New York",10.9,1.0
1830,"Bronx County, New York",5.9,57.4
1831,"Broome County, New York",9.1,2.5
1832,"Cattaraugus County, New York",12.0,0.6
1833,"Cayuga County, New York",10.1,1.3
1834,"Chautauqua County, New York",9.7,0.4
1835,"Chemung County, New York",8.2,1.2
1836,"Chenango County, New York",11.9,0.6
1837,"Clinton County, New York",10.2,0.9
1838,"Columbia County, New York",7.5,2.7
1839,"Cortland County, New York",9.4,0.8
1840,"Delaware County, New York",12.2,1.0
1841,"Dutchess County, New York",8.3,4.6
1842,"Erie County, New York",8.4,4.3
1843,"Essex County, New York",7.6,0.4
1844,"Franklin County, New York",12.5,0.6
1845,"Fulton County, New York",10.4,0.4
1846,"Genesee County, New York",8.3,0.3
1847,"Greene County, New York",7.8,0.6
1848,"Hamilton County, New York",6.0,0.0
1849,"Herkimer County, New York",9.0,0.6
1850,"Jefferson County, New York",13.0,0.8
1851,"Kings County, New York",5.2,60.5
1852,"Lewis County, New York",9.8,0.4
1853,"Livingston County, New York",8.9,0.4
1854,"Madison County, New York",9.1,0.5
1855,"Monroe County, New York",8.0,2.7
1856,"Montgomery County, New York",11.1,0.9
1857,"Nassau County, New York",7.5,16.0
1858,"New York County, New York",2.2,58.1
1859,"Niagara County, New York",8.8,1.1
1860,"Oneida County, New York",8.6,1.4
1861,"Onondaga County, New York",9.1,2.7
1862,"Ontario County, New York",9.1,0.4
1863,"Orange County, New York",11.4,5.1
1864,"Orleans County, New York",9.9,0.6
1865,"Oswego County, New York",10.3,0.7
1866,"Otsego County, New York",10.6,2.0
1867,"Putnam County, New York",9.3,7.1
1868,"Queens County, New York",7.3,51.0
1869,"Rensselaer County, New York",9.0,3.4
1870,"Richmond County, New York",8.5,31.1
1871,"Rockland County, New York",9.8,8.8
1872,"St. Lawrence County, New York",10.9,0.2
1873,"Saratoga County, New York",8.9,0.8
1874,"Schenectady County, New York",7.7,2.5
1875,"Schoharie County, New York",8.9,1.2
1876,"Schuyler County, New York",10.1,1.8
1877,"Seneca County, New York",9.0,0.6
1878,"Steuben County, New York",9.6,0.7
1879,"Suffolk County, New York",8.5,6.0
1880,"Sullivan County, New York",11.9,1.7
1881,"Tioga County, New York",9.9,0.8
1882,"Tompkins County, New York",11.7,6.8
1883,"Ulster County, New York",8.2,2.0
1884,"Warren County, New York",10.0,0.6
1885,"Washington County, New York",12.1,0.4
1886,"Wayne County, New York",10.2,0.5
1887,"Westchester County, New York",7.6,20.6
1888,"Wyoming County, New York",11.4,0.4
1889,"Yates County, New York",10.1,0.5
1890,"Alamance County, North Carolina",13.4,0.2
1891,"Alexander County, North Carolina",12.2,0.4
1892,"Alleghany County, North Carolina",23.5,0.0
1893,"Anson County, North Carolina",13.7,0.4
1894,"Ashe County, North Carolina",17.7,0.0
1895,"Avery County, North Carolina",17.0,0.0
1896,"Beaufort County, North Carolina",13.3,0.3
1897,"Bertie County, North Carolina",17.2,0.1
1898,"Bladen County, North Carolina",16.1,0.0
1899,"Brunswick County, North Carolina",14.0,0.5
1900,"Buncombe County, North Carolina",11.4,0.9
1901,"Burke County, North Carolina",10.5,0.2
1902,"Cabarrus County, North Carolina",9.8,0.5
1903,"Caldwell County, North Carolina",10.8,0.0
1904,"Camden County, North Carolina",5.8,0.9
1905,"Carteret County, North Carolina",13.2,0.4
1906,"Caswell County, North Carolina",12.4,0.0
1907,"Catawba County, North Carolina",8.6,0.2
1908,"Chatham County, North Carolina",13.8,0.8
1909,"Cherokee County, North Carolina",9.9,0.0
1910,"Chowan County, North Carolina",18.6,0.2
1911,"Clay County, North Carolina",13.4,0.0
1912,"Cleveland County, North Carolina",8.4,0.2
1913,"Columbus County, North Carolina",15.8,0.1
1914,"Craven County, North Carolina",15.1,0.1
1915,"Cumberland County, North Carolina",9.7,0.4
1916,"Currituck County, North Carolina",12.2,0.3
1917,"Dare County, North Carolina",10.8,0.3
1918,"Davidson County, North Carolina",10.2,0.2
1919,"Davie County, North Carolina",8.5,0.3
1920,"Duplin County, North Carolina",16.8,0.2
1921,"Durham County, North Carolina",13.4,3.3
1922,"Edgecombe County, North Carolina",13.3,1.0
1923,"Forsyth County, North Carolina",8.3,1.2
1924,"Franklin County, North Carolina",12.0,0.3
1925,"Gaston County, North Carolina",10.2,0.6
1926,"Gates County, North Carolina",10.0,0.5
1927,"Graham County, North Carolina",7.5,0.0
1928,"Granville County, North Carolina",9.2,0.0
1929,"Greene County, North Carolina",12.6,0.0
1930,"Guilford County, North Carolina",9.2,1.5
1931,"Halifax County, North Carolina",10.9,0.2
1932,"Harnett County, North Carolina",12.4,0.3
1933,"Haywood County, North Carolina",10.5,0.3
1934,"Henderson County, North Carolina",12.5,0.1
1935,"Hertford County, North Carolina",17.6,0.2
1936,"Hoke County, North Carolina",9.9,0.1
1937,"Hyde County, North Carolina",20.3,1.0
1938,"Iredell County, North Carolina",9.6,0.4
1939,"Jackson County, North Carolina",12.4,0.4
1940,"Johnston County, North Carolina",13.5,0.1
1941,"Jones County, North Carolina",18.5,0.6
1942,"Lee County, North Carolina",15.7,0.3
1943,"Lenoir County, North Carolina",16.6,0.6
1944,"Lincoln County, North Carolina",11.0,0.3
1945,"McDowell County, North Carolina",13.9,0.0
1946,"Macon County, North Carolina",14.0,0.0
1947,"Madison County, North Carolina",13.3,0.0
1948,"Martin County, North Carolina",13.6,0.0
1949,"Mecklenburg County, North Carolina",12.0,3.3
1950,"Mitchell County, North Carolina",13.9,0.0
1951,"Montgomery County, North Carolina",13.1,0.3
1952,"Moore County, North Carolina",10.0,0.1
1953,"Nash County, North Carolina",11.6,0.7
1954,"New Hanover County, North Carolina",9.4,0.6
1955,"Northampton County, North Carolina",13.9,0.0
1956,"Onslow County, North Carolina",16.3,0.3
1957,"Orange County, North Carolina",11.3,7.1
1958,"Pamlico County, North Carolina",15.4,0.2
1959,"Pasquotank County, North Carolina",14.0,0.3
1960,"Pender County, North Carolina",13.0,0.1
1961,"Perquimans County, North Carolina",9.7,0.8
1962,"Person County, North Carolina",12.9,0.0
1963,"Pitt County, North Carolina",10.6,0.5
1964,"Polk County, North Carolina",13.7,0.7
1965,"Randolph County, North Carolina",11.8,0.1
1966,"Richmond County, North Carolina",11.4,0.0
1967,"Robeson County, North Carolina",15.2,0.1
1968,"Rockingham County, North Carolina",13.6,0.1
1969,"Rowan County, North Carolina",10.5,0.5
1970,"Rutherford County, North Carolina",11.0,0.2
1971,"Sampson County, North Carolina",14.0,0.2
1972,"Scotland County, North Carolina",8.5,0.0
1973,"Stanly County, North Carolina",11.0,0.1
1974,"Stokes County, North Carolina",10.1,0.3
1975,"Surry County, North Carolina",11.0,0.6
1976,"Swain County, North Carolina",6.5,0.0
1977,"Transylvania County, North Carolina",14.3,0.0
1978,"Tyrrell County, North Carolina",17.2,0.0
1979,"Union County, North Carolina",10.8,0.5
1980,"Vance County, North Carolina",13.2,0.1
1981,"Wake County, North Carolina",9.9,1.1
1982,"Warren County, North Carolina",12.2,0.3
1983,"Washington County, North Carolina",16.0,0.6
1984,"Watauga County, North Carolina",12.9,0.8
1985,"Wayne County, North Carolina",11.3,0.5
1986,"Wilkes County, North Carolina",12.0,0.3
1987,"Wilson County, North Carolina",11.8,0.6
1988,"Yadkin County, North Carolina",11.4,0.2
1989,"Yancey County, North Carolina",15.4,0.3
1990,"Adams County, North Dakota",13.2,0.0
1991,"Barnes County, North Dakota",8.9,0.0
1992,"Benson County, North Dakota",8.8,1.9
1993,"Billings County, North Dakota",6.3,0.4
1994,"Bottineau County, North Dakota",8.8,0.0
1995,"Bowman County, North Dakota",5.4,0.0
1996,"Burke County, North Dakota",14.2,0.2
1997,"Burleigh County, North Dakota",10.9,0.4
1998,"Cass County, North Dakota",8.1,1.0
1999,"Cavalier County, North Dakota",6.0,0.2
2000,"Dickey County, North Dakota",10.7,0.0
2001,"Divide County, North Dakota",3.7,0.0
2002,"Dunn County, North Dakota",13.4,0.0
2003,"Eddy County, North Dakota",10.2,0.0
2004,"Emmons County, North Dakota",11.1,0.0
2005,"Foster County, North Dakota",5.1,0.4
2006,"Golden Valley County, North Dakota",6.3,0.0
2007,"Grand Forks County, North Dakota",7.0,1.5
2008,"Grant County, North Dakota",13.3,0.2
2009,"Griggs County, North Dakota",7.5,0.0
2010,"Hettinger County, North Dakota",11.3,0.0
2011,"Kidder County, North Dakota",10.6,0.0
2012,"LaMoure County, North Dakota",8.6,0.0
2013,"Logan County, North Dakota",10.1,0.1
2014,"McHenry County, North Dakota",8.3,0.9
2015,"McIntosh County, North Dakota",8.2,0.2
2016,"McKenzie County, North Dakota",8.4,0.0
2017,"McLean County, North Dakota",9.5,0.4
2018,"Mercer County, North Dakota",11.9,0.0
2019,"Morton County, North Dakota",11.6,0.3
2020,"Mountrail County, North Dakota",10.3,0.1
2021,"Nelson County, North Dakota",6.5,0.0
2022,"Oliver County, North Dakota",8.8,0.0
2023,"Pembina County, North Dakota",13.2,0.1
2024,"Pierce County, North Dakota",10.9,0.0
2025,"Ramsey County, North Dakota",8.1,0.0
2026,"Ransom County, North Dakota",19.7,0.0
2027,"Renville County, North Dakota",11.8,0.2
2028,"Richland County, North Dakota",12.5,0.0
2029,"Rolette County, North Dakota",8.3,0.0
2030,"Sargent County, North Dakota",12.0,0.0
2031,"Sheridan County, North Dakota",12.3,0.0
2032,"Sioux County, North Dakota",20.2,1.0
2033,"Slope County, North Dakota",8.0,0.0
2034,"Stark County, North Dakota",10.6,0.0
2035,"Steele County, North Dakota",6.3,0.0
2036,"Stutsman County, North Dakota",11.8,1.0
2037,"Towner County, North Dakota",7.2,1.0
2038,"Traill County, North Dakota",8.9,0.1
2039,"Walsh County, North Dakota",9.9,0.0
2040,"Ward County, North Dakota",11.0,0.3
2041,"Wells County, North Dakota",7.8,0.0
2042,"Williams County, North Dakota",10.6,0.2
2043,"Adams County, Ohio",13.9,1.7
2044,"Allen County, Ohio",7.7,0.4
2045,"Ashland County, Ohio",7.1,0.2
2046,"Ashtabula County, Ohio",9.4,0.4
2047,"Athens County, Ohio",9.1,1.9
2048,"Auglaize County, Ohio",7.5,0.2
2049,"Belmont County, Ohio",8.1,0.4
2050,"Brown County, Ohio",9.6,0.2
2051,"Butler County, Ohio",7.7,0.8
2052,"Carroll County, Ohio",10.0,0.6
2053,"Champaign County, Ohio",9.9,0.2
2054,"Clark County, Ohio",10.5,0.8
2055,"Clermont County, Ohio",9.2,0.7
2056,"Clinton County, Ohio",10.6,0.7
2057,"Columbiana County, Ohio",9.3,0.3
2058,"Coshocton County, Ohio",8.9,0.3
2059,"Crawford County, Ohio",11.2,0.4
2060,"Cuyahoga County, Ohio",8.0,5.9
2061,"Darke County, Ohio",7.7,0.5
2062,"Defiance County, Ohio",7.7,0.3
2063,"Delaware County, Ohio",6.4,0.3
2064,"Erie County, Ohio",7.9,0.5
2065,"Fairfield County, Ohio",8.6,0.3
2066,"Fayette County, Ohio",14.2,0.1
2067,"Franklin County, Ohio",8.1,2.4
2068,"Fulton County, Ohio",7.5,0.1
2069,"Gallia County, Ohio",12.4,0.1
2070,"Geauga County, Ohio",8.3,0.4
2071,"Greene County, Ohio",7.3,0.3
2072,"Guernsey County, Ohio",8.9,0.1
2073,"Hamilton County, Ohio",8.8,4.7
2074,"Hancock County, Ohio",7.7,0.1
2075,"Hardin County, Ohio",11.2,0.3
2076,"Harrison County, Ohio",9.2,0.4
2077,"Henry County, Ohio",8.8,0.1
2078,"Highland County, Ohio",9.4,0.6
2079,"Hocking County, Ohio",13.4,0.2
2080,"Holmes County, Ohio",22.0,1.1
2081,"Huron County, Ohio",9.5,0.9
2082,"Jackson County, Ohio",13.0,0.3
2083,"Jefferson County, Ohio",8.7,0.9
2084,"Knox County, Ohio",9.5,0.3
2085,"Lake County, Ohio",6.6,1.2
2086,"Lawrence County, Ohio",8.1,0.8
2087,"Licking County, Ohio",8.6,0.3
2088,"Logan County, Ohio",8.1,0.1
2089,"Lorain County, Ohio",8.6,0.8
2090,"Lucas County, Ohio",8.2,1.7
2091,"Madison County, Ohio",11.6,0.2
2092,"Mahoning County, Ohio",6.5,1.1
2093,"Marion County, Ohio",9.9,0.6
2094,"Medina County, Ohio",6.6,0.6
2095,"Meigs County, Ohio",12.8,0.1
2096,"Mercer County, Ohio",8.7,0.5
2097,"Miami County, Ohio",8.8,0.2
2098,"Monroe County, Ohio",10.0,1.0
2099,"Montgomery County, Ohio",8.7,2.5
2100,"Morgan County, Ohio",13.4,0.5
2101,"Morrow County, Ohio",9.5,0.3
2102,"Muskingum County, Ohio",10.2,0.3
2103,"Noble County, Ohio",7.9,0.0
2104,"Ottawa County, Ohio",6.1,0.7
2105,"Paulding County, Ohio",10.2,0.3
2106,"Perry County, Ohio",10.3,0.3
2107,"Pickaway County, Ohio",10.1,0.5
2108,"Pike County, Ohio",10.7,1.0
2109,"Portage County, Ohio",7.7,0.7
2110,"Preble County, Ohio",8.5,0.3
2111,"Putnam County, Ohio",7.7,0.4
2112,"Richland County, Ohio",8.8,0.5
2113,"Ross County, Ohio",8.1,0.7
2114,"Sandusky County, Ohio",8.6,0.6
2115,"Scioto County, Ohio",10.2,0.2
2116,"Seneca County, Ohio",8.2,0.2
2117,"Shelby County, Ohio",7.7,0.2
2118,"Stark County, Ohio",8.2,1.2
2119,"Summit County, Ohio",6.5,1.6
2120,"Trumbull County, Ohio",7.2,0.4
2121,"Tuscarawas County, Ohio",7.3,0.2
2122,"Union County, Ohio",9.0,0.2
2123,"Van Wert County, Ohio",9.8,0.3
2124,"Vinton County, Ohio",7.8,0.7
2125,"Warren County, Ohio",7.4,0.6
2126,"Washington County, Ohio",10.8,0.2
2127,"Wayne County, Ohio",10.1,0.4
2128,"Williams County, Ohio",8.8,0.2
2129,"Wood County, Ohio",8.1,0.3
2130,"Wyandot County, Ohio",11.9,0.1
2131,"Adair County, Oklahoma",15.0,1.2
2132,"Alfalfa County, Oklahoma",11.5,0.0
2133,"Atoka County, Oklahoma",14.0,0.3
2134,"Beaver County, Oklahoma",7.6,0.5
2135,"Beckham County, Oklahoma",8.8,0.2
2136,"Blaine County, Oklahoma",7.9,0.1
2137,"Bryan County, Oklahoma",17.6,0.3
2138,"Caddo County, Oklahoma",14.3,0.2
2139,"Canadian County, Oklahoma",9.5,0.1
2140,"Carter County, Oklahoma",11.4,0.4
2141,"Cherokee County, Oklahoma",14.4,0.1
2142,"Choctaw County, Oklahoma",12.2,1.2
2143,"Cimarron County, Oklahoma",8.1,0.0
2144,"Cleveland County, Oklahoma",9.7,0.4
2145,"Coal County, Oklahoma",10.4,0.0
2146,"Comanche County, Oklahoma",12.4,0.8
2147,"Cotton County, Oklahoma",13.9,0.0
2148,"Craig County, Oklahoma",14.4,0.2
2149,"Creek County, Oklahoma",13.0,0.1
2150,"Custer County, Oklahoma",10.9,0.2
2151,"Delaware County, Oklahoma",14.5,0.0
2152,"Dewey County, Oklahoma",5.7,0.0
2153,"Ellis County, Oklahoma",6.4,0.4
2154,"Garfield County, Oklahoma",11.9,0.6
2155,"Garvin County, Oklahoma",9.4,0.0
2156,"Grady County, Oklahoma",11.5,0.4
2157,"Grant County, Oklahoma",15.2,0.0
2158,"Greer County, Oklahoma",5.5,0.0
2159,"Harmon County, Oklahoma",15.6,0.0
2160,"Harper County, Oklahoma",9.2,0.0
2161,"Haskell County, Oklahoma",9.1,3.4
2162,"Hughes County, Oklahoma",14.3,0.3
2163,"Jackson County, Oklahoma",10.5,0.0
2164,"Jefferson County, Oklahoma",12.9,0.1
2165,"Johnston County, Oklahoma",8.5,0.0
2166,"Kay County, Oklahoma",11.7,0.7
2167,"Kingfisher County, Oklahoma",13.8,0.1
2168,"Kiowa County, Oklahoma",8.9,0.0
2169,"Latimer County, Oklahoma",12.6,0.0
2170,"Le Flore County, Oklahoma",12.2,0.1
2171,"Lincoln County, Oklahoma",12.5,0.0
2172,"Logan County, Oklahoma",12.2,0.7
2173,"Love County, Oklahoma",13.2,0.4
2174,"McClain County, Oklahoma",12.3,0.0
2175,"McCurtain County, Oklahoma",13.8,0.3
2176,"McIntosh County, Oklahoma",13.4,0.2
2177,"Major County, Oklahoma",9.3,0.0
2178,"Marshall County, Oklahoma",15.4,0.4
2179,"Mayes County, Oklahoma",11.5,0.2
2180,"Murray County, Oklahoma",8.9,0.0
2181,"Muskogee County, Oklahoma",14.9,0.1
2182,"Noble County, Oklahoma",13.8,0.0
2183,"Nowata County, Oklahoma",9.7,0.0
2184,"Okfuskee County, Oklahoma",12.6,0.9
2185,"Oklahoma County, Oklahoma",11.4,0.7
2186,"Okmulgee County, Oklahoma",11.1,0.1
2187,"Osage County, Oklahoma",11.7,0.5
2188,"Ottawa County, Oklahoma",15.0,0.2
2189,"Pawnee County, Oklahoma",14.9,0.2
2190,"Payne County, Oklahoma",12.1,1.6
2191,"Pittsburg County, Oklahoma",10.0,0.2
2192,"Pontotoc County, Oklahoma",11.4,0.1
2193,"Pottawatomie County, Oklahoma",10.8,0.2
2194,"Pushmataha County, Oklahoma",17.8,0.0
2195,"Roger Mills County, Oklahoma",5.2,0.5
2196,"Rogers County, Oklahoma",9.9,0.0
2197,"Seminole County, Oklahoma",11.2,0.1
2198,"Sequoyah County, Oklahoma",11.9,0.1
2199,"Stephens County, Oklahoma",11.5,0.2
2200,"Texas County, Oklahoma",17.2,0.8
2201,"Tillman County, Oklahoma",16.0,0.0
2202,"Tulsa County, Oklahoma",11.1,0.7
2203,"Wagoner County, Oklahoma",11.5,0.1
2204,"Washington County, Oklahoma",14.5,0.3
2205,"Washita County, Oklahoma",11.2,0.0
2206,"Woods County, Oklahoma",12.2,0.0
2207,"Woodward County, Oklahoma",9.4,0.0
2208,"Baker County, Oregon",10.3,0.2
2209,"Benton County, Oregon",9.9,1.9
2210,"Clackamas County, Oregon",9.6,3.2
2211,"Clatsop County, Oregon",12.4,1.6
2212,"Columbia County, Oregon",12.6,0.4
2213,"Coos County, Oregon",12.0,0.2
2214,"Crook County, Oregon",10.4,0.2
2215,"Curry County, Oregon",12.6,0.1
2216,"Deschutes County, Oregon",9.2,0.7
2217,"Douglas County, Oregon",12.8,0.2
2218,"Gilliam County, Oregon",8.8,1.4
2219,"Grant County, Oregon",13.7,0.1
2220,"Harney County, Oregon",7.7,0.1
2221,"Hood River County, Oregon",8.9,1.2
2222,"Jackson County, Oregon",9.7,0.9
2223,"Jefferson County, Oregon",17.6,0.3
2224,"Josephine County, Oregon",9.2,0.0
2225,"Klamath County, Oregon",12.1,0.9
2226,"Lake County, Oregon",8.2,0.0
2227,"Lane County, Oregon",9.9,3.9
2228,"Lincoln County, Oregon",12.5,0.8
2229,"Linn County, Oregon",10.4,0.4
2230,"Malheur County, Oregon",12.9,0.1
2231,"Marion County, Oregon",16.2,1.9
2232,"Morrow County, Oregon",18.4,0.0
2233,"Multnomah County, Oregon",9.8,11.0
2234,"Polk County, Oregon",9.1,1.0
2235,"Sherman County, Oregon",8.2,0.0
2236,"Tillamook County, Oregon",7.9,1.4
2237,"Umatilla County, Oregon",12.2,0.2
2238,"Union County, Oregon",13.6,0.2
2239,"Wallowa County, Oregon",10.3,0.2
2240,"Wasco County, Oregon",10.9,0.1
2241,"Washington County, Oregon",10.2,5.7
2242,"Wheeler County, Oregon",7.1,0.7
2243,"Yamhill County, Oregon",12.3,0.6
2244,"Adams County, Pennsylvania",9.6,0.3
2245,"Allegheny County, Pennsylvania",9.8,9.9
2246,"Armstrong County, Pennsylvania",11.2,0.3
2247,"Beaver County, Pennsylvania",9.7,1.7
2248,"Bedford County, Pennsylvania",11.8,0.2
2249,"Berks County, Pennsylvania",9.7,1.7
2250,"Blair County, Pennsylvania",10.5,0.3
2251,"Bradford County, Pennsylvania",11.0,0.5
2252,"Bucks County, Pennsylvania",8.1,2.9
2253,"Butler County, Pennsylvania",7.8,0.7
2254,"Cambria County, Pennsylvania",10.6,1.0
2255,"Cameron County, Pennsylvania",10.6,0.0
2256,"Carbon County, Pennsylvania",11.5,0.7
2257,"Centre County, Pennsylvania",11.0,3.5
2258,"Chester County, Pennsylvania",7.5,2.7
2259,"Clarion County, Pennsylvania",10.1,0.3
2260,"Clearfield County, Pennsylvania",10.4,0.2
2261,"Clinton County, Pennsylvania",11.6,0.3
2262,"Columbia County, Pennsylvania",8.1,0.4
2263,"Crawford County, Pennsylvania",11.8,0.6
2264,"Cumberland County, Pennsylvania",8.8,0.8
2265,"Dauphin County, Pennsylvania",10.7,2.3
2266,"Delaware County, Pennsylvania",8.2,8.6
2267,"Elk County, Pennsylvania",9.0,0.8
2268,"Erie County, Pennsylvania",10.1,1.4
2269,"Fayette County, Pennsylvania",9.3,0.3
2270,"Forest County, Pennsylvania",8.1,0.0
2271,"Franklin County, Pennsylvania",10.2,0.3
2272,"Fulton County, Pennsylvania",14.9,0.1
2273,"Greene County, Pennsylvania",9.4,0.4
2274,"Huntingdon County, Pennsylvania",12.4,0.1
2275,"Indiana County, Pennsylvania",9.1,0.7
2276,"Jefferson County, Pennsylvania",8.8,0.1
2277,"Juniata County, Pennsylvania",18.0,0.3
2278,"Lackawanna County, Pennsylvania",11.8,1.2
2279,"Lancaster County, Pennsylvania",9.4,1.2
2280,"Lawrence County, Pennsylvania",8.4,0.9
2281,"Lebanon County, Pennsylvania",9.6,0.4
2282,"Lehigh County, Pennsylvania",8.7,2.1
2283,"Luzerne County, Pennsylvania",11.1,1.0
2284,"Lycoming County, Pennsylvania",10.1,1.4
2285,"McKean County, Pennsylvania",10.1,0.1
2286,"Mercer County, Pennsylvania",7.8,0.2
2287,"Mifflin County, Pennsylvania",14.8,0.2
2288,"Monroe County, Pennsylvania",12.1,5.0
2289,"Montgomery County, Pennsylvania",7.8,4.7
2290,"Montour County, Pennsylvania",8.6,0.0
2291,"Northampton County, Pennsylvania",8.9,1.4
2292,"Northumberland County, Pennsylvania",11.4,0.1
2293,"Perry County, Pennsylvania",13.2,0.4
2294,"Philadelphia County, Pennsylvania",9.5,26.2
2295,"Pike County, Pennsylvania",9.5,2.6
2296,"Potter County, Pennsylvania",9.7,0.2
2297,"Schuylkill County, Pennsylvania",12.4,0.5
2298,"Snyder County, Pennsylvania",12.3,0.2
2299,"Somerset County, Pennsylvania",10.5,0.2
2300,"Sullivan County, Pennsylvania",9.3,0.5
2301,"Susquehanna County, Pennsylvania",10.4,0.2
2302,"Tioga County, Pennsylvania",10.9,0.4
2303,"Union County, Pennsylvania",7.1,0.1
2304,"Venango County, Pennsylvania",12.6,0.6
2305,"Warren County, Pennsylvania",10.6,0.4
2306,"Washington County, Pennsylvania",9.1,1.4
2307,"Wayne County, Pennsylvania",8.2,0.7
2308,"Westmoreland County, Pennsylvania",8.1,1.0
2309,"Wyoming County, Pennsylvania",11.5,0.3
2310,"York County, Pennsylvania",8.5,1.0
2311,"Bristol County, Rhode Island",6.7,2.4
2312,"Kent County, Rhode Island",7.8,1.2
2313,"Newport County, Rhode Island",7.0,1.4
2314,"Providence County, Rhode Island",9.7,3.6
2315,"Washington County, Rhode Island",7.1,1.6
2316,"Abbeville County, South Carolina",10.2,0.2
2317,"Aiken County, South Carolina",10.5,0.2
2318,"Allendale County, South Carolina",4.8,4.0
2319,"Anderson County, South Carolina",9.9,0.4
2320,"Bamberg County, South Carolina",8.3,0.1
2321,"Barnwell County, South Carolina",15.3,0.7
2322,"Beaufort County, South Carolina",12.8,0.5
2323,"Berkeley County, South Carolina",9.5,0.6
2324,"Calhoun County, South Carolina",8.0,0.8
2325,"Charleston County, South Carolina",9.8,1.9
2326,"Cherokee County, South Carolina",13.5,0.1
2327,"Chester County, South Carolina",11.6,0.5
2328,"Chesterfield County, South Carolina",13.3,0.5
2329,"Clarendon County, South Carolina",13.6,0.3
2330,"Colleton County, South Carolina",13.6,0.7
2331,"Darlington County, South Carolina",12.5,0.2
2332,"Dillon County, South Carolina",14.3,1.3
2333,"Dorchester County, South Carolina",9.5,0.2
2334,"Edgefield County, South Carolina",16.3,1.2
2335,"Fairfield County, South Carolina",9.6,0.2
2336,"Florence County, South Carolina",10.6,0.6
2337,"Georgetown County, South Carolina",10.2,1.1
2338,"Greenville County, South Carolina",9.9,0.5
2339,"Greenwood County, South Carolina",9.2,0.2
2340,"Hampton County, South Carolina",12.6,2.2
2341,"Horry County, South Carolina",10.4,0.3
2342,"Jasper County, South Carolina",14.1,0.0
2343,"Kershaw County, South Carolina",13.2,0.6
2344,"Lancaster County, South Carolina",11.4,0.1
2345,"Laurens County, South Carolina",13.6,0.3
2346,"Lee County, South Carolina",13.3,0.7
2347,"Lexington County, South Carolina",8.7,0.3
2348,"McCormick County, South Carolina",10.7,0.2
2349,"Marion County, South Carolina",14.3,1.3
2350,"Marlboro County, South Carolina",15.4,0.8
2351,"Newberry County, South Carolina",12.7,0.2
2352,"Oconee County, South Carolina",11.4,0.3
2353,"Orangeburg County, South Carolina",10.8,0.4
2354,"Pickens County, South Carolina",8.7,0.9
2355,"Richland County, South Carolina",9.8,1.2
2356,"Saluda County, South Carolina",16.8,0.4
2357,"Spartanburg County, South Carolina",9.8,0.4
2358,"Sumter County, South Carolina",11.9,0.5
2359,"Union County, South Carolina",11.5,0.0
2360,"Williamsburg County, South Carolina",7.8,2.1
2361,"York County, South Carolina",11.6,0.4
2362,"Aurora County, South Dakota",12.2,0.9
2363,"Beadle County, South Dakota",14.0,0.5
2364,"Bennett County, South Dakota",16.1,0.4
2365,"Bon Homme County, South Dakota",11.4,0.0
2366,"Brookings County, South Dakota",9.5,0.9
2367,"Brown County, South Dakota",8.5,0.2
2368,"Brule County, South Dakota",11.4,0.0
2369,"Buffalo County, South Dakota",9.9,0.0
2370,"Butte County, South Dakota",14.2,0.0
2371,"Campbell County, South Dakota",10.4,0.0
2372,"Charles Mix County, South Dakota",12.4,0.1
2373,"Clark County, South Dakota",8.4,0.8
2374,"Clay County, South Dakota",11.6,0.0
2375,"Codington County, South Dakota",10.9,0.1
2376,"Corson County, South Dakota",9.2,2.8
2377,"Custer County, South Dakota",9.8,0.2
2378,"Davison County, South Dakota",7.7,0.7
2379,"Day County, South Dakota",9.2,0.2
2380,"Deuel County, South Dakota",10.2,0.0
2381,"Dewey County, South Dakota",16.4,0.3
2382,"Douglas County, South Dakota",7.4,0.0
2383,"Edmunds County, South Dakota",10.2,1.4
2384,"Fall River County, South Dakota",9.8,0.0
2385,"Faulk County, South Dakota",5.9,0.2
2386,"Grant County, South Dakota",11.1,0.0
2387,"Gregory County, South Dakota",7.6,0.0
2388,"Haakon County, South Dakota",6.1,0.0
2389,"Hamlin County, South Dakota",9.8,0.0
2390,"Hand County, South Dakota",8.5,0.0
2391,"Hanson County, South Dakota",9.5,0.0
2392,"Harding County, South Dakota",7.9,0.0
2393,"Hughes County, South Dakota",14.9,0.6
2394,"Hutchinson County, South Dakota",9.6,0.1
2395,"Hyde County, South Dakota",10.2,0.6
2396,"Jackson County, South Dakota",5.6,0.0
2397,"Jerauld County, South Dakota",8.0,0.0
2398,"Jones County, South Dakota",3.3,0.5
2399,"Kingsbury County, South Dakota",11.4,0.0
2400,"Lake County, South Dakota",10.0,0.0
2401,"Lawrence County, South Dakota",13.3,0.5
2402,"Lincoln County, South Dakota",8.2,0.0
2403,"Lyman County, South Dakota",4.7,1.1
2404,"McCook County, South Dakota",14.6,0.2
2405,"McPherson County, South Dakota",5.7,0.0
2406,"Marshall County, South Dakota",12.2,0.0
2407,"Meade County, South Dakota",11.4,0.3
2408,"Mellette County, South Dakota",13.9,0.7
2409,"Miner County, South Dakota",12.5,0.0
2410,"Minnehaha County, South Dakota",8.2,0.8
2411,"Moody County, South Dakota",6.6,0.0
