,GEO.display-label,HC03_VC30,HC03_VC31,HC03_VC32
1060,"Letcher County, Kentucky",0.3,1.3,1.8
1061,"Lewis County, Kentucky",0.8,1.7,2.8
1062,"Lincoln County, Kentucky",0.1,1.3,0.1
1063,"Livingston County, Kentucky",0.6,0.9,0.5
1064,"Logan County, Kentucky",0.2,1.3,1.4
1065,"Lyon County, Kentucky",0.2,3.5,0.6
1066,"McCracken County, Kentucky",0.3,1.2,1.1
1067,"McCreary County, Kentucky",0.1,1.4,4.1
1068,"McLean County, Kentucky",0.4,1.0,0.3
1069,"Madison County, Kentucky",0.4,5.9,2.7
1070,"Magoffin County, Kentucky",0.1,0.6,0.6
1071,"Marion County, Kentucky",0.7,3.6,0.8
1072,"Marshall County, Kentucky",0.4,0.9,1.4
1073,"Martin County, Kentucky",0.6,1.7,0.8
1074,"Mason County, Kentucky",0.6,1.9,1.6
1075,"Meade County, Kentucky",0.2,0.5,0.4
1076,"Menifee County, Kentucky",2.3,1.5,0.3
1077,"Mercer County, Kentucky",0.0,1.3,0.7
1078,"Metcalfe County, Kentucky",0.0,1.6,0.5
1079,"Monroe County, Kentucky",0.6,1.2,0.6
1080,"Montgomery County, Kentucky",0.1,1.1,1.0
1081,"Morgan County, Kentucky",0.0,1.4,0.6
1082,"Muhlenberg County, Kentucky",0.2,0.9,2.2
1083,"Nelson County, Kentucky",0.0,1.1,0.5
1084,"Nicholas County, Kentucky",0.0,1.6,0.2
1085,"Ohio County, Kentucky",0.4,1.9,0.6
1086,"Oldham County, Kentucky",0.6,1.0,0.6
1087,"Owen County, Kentucky",0.3,0.4,1.5
1088,"Owsley County, Kentucky",0.0,1.8,3.4
1089,"Pendleton County, Kentucky",0.9,0.3,0.1
1090,"Perry County, Kentucky",0.3,0.8,4.2
1091,"Pike County, Kentucky",0.8,2.7,0.9
1092,"Powell County, Kentucky",0.0,1.1,1.1
1093,"Pulaski County, Kentucky",0.3,1.7,1.3
1094,"Robertson County, Kentucky",0.0,1.1,0.5
1095,"Rockcastle County, Kentucky",0.6,1.1,1.3
1096,"Rowan County, Kentucky",1.8,1.9,0.2
1097,"Russell County, Kentucky",0.3,1.6,2.2
1098,"Scott County, Kentucky",0.4,2.3,1.0
1099,"Shelby County, Kentucky",0.1,2.8,0.5
1100,"Simpson County, Kentucky",0.2,1.4,2.5
1101,"Spencer County, Kentucky",0.2,0.8,1.1
1102,"Taylor County, Kentucky",0.1,3.8,1.7
1103,"Todd County, Kentucky",0.1,1.4,2.4
1104,"Trigg County, Kentucky",0.0,3.9,0.7
1105,"Trimble County, Kentucky",0.0,0.3,1.1
1106,"Union County, Kentucky",0.9,8.9,0.8
1107,"Warren County, Kentucky",0.5,3.2,1.3
1108,"Washington County, Kentucky",1.3,3.1,0.9
1109,"Wayne County, Kentucky",0.7,2.6,0.6
1110,"Webster County, Kentucky",0.1,3.4,1.0
1111,"Whitley County, Kentucky",0.7,4.0,1.0
1112,"Wolfe County, Kentucky",0.0,1.1,0.0
1113,"Woodford County, Kentucky",0.2,2.6,0.9
1114,"Acadia Parish, Louisiana",0.2,2.4,2.5
1115,"Allen Parish, Louisiana",0.8,1.2,3.0
1116,"Ascension Parish, Louisiana",0.1,1.1,0.8
1117,"Assumption Parish, Louisiana",0.1,0.7,2.9
1118,"Avoyelles Parish, Louisiana",0.8,2.4,1.7
1119,"Beauregard Parish, Louisiana",0.4,2.1,3.8
1120,"Bienville Parish, Louisiana",0.3,1.4,1.9
1121,"Bossier Parish, Louisiana",0.3,1.5,1.9
1122,"Caddo Parish, Louisiana",1.8,1.3,1.4
1123,"Calcasieu Parish, Louisiana",0.4,1.4,1.7
1124,"Caldwell Parish, Louisiana",0.0,5.3,1.2
1125,"Cameron Parish, Louisiana",0.1,1.3,2.4
1126,"Catahoula Parish, Louisiana",0.2,1.6,1.0
1127,"Claiborne Parish, Louisiana",0.0,3.5,0.5
1128,"Concordia Parish, Louisiana",0.4,3.3,1.9
1129,"De Soto Parish, Louisiana",0.3,1.0,0.9
1130,"East Baton Rouge Parish, Louisiana",1.7,2.2,1.1
1131,"East Carroll Parish, Louisiana",0.0,1.5,0.7
1132,"East Feliciana Parish, Louisiana",0.0,1.9,0.6
1133,"Evangeline Parish, Louisiana",0.1,3.9,1.7
1134,"Franklin Parish, Louisiana",0.2,2.1,2.7
1135,"Grant Parish, Louisiana",0.8,0.6,2.2
1136,"Iberia Parish, Louisiana",0.6,2.3,2.1
1137,"Iberville Parish, Louisiana",0.5,2.1,1.8
1138,"Jackson Parish, Louisiana",0.4,1.5,1.9
1139,"Jefferson Parish, Louisiana",1.2,1.7,1.8
1140,"Jefferson Davis Parish, Louisiana",0.0,0.8,3.5
1141,"Lafayette Parish, Louisiana",0.6,1.8,1.9
1142,"Lafourche Parish, Louisiana",0.4,1.3,4.7
1143,"LaSalle Parish, Louisiana",0.7,0.7,2.4
1144,"Lincoln Parish, Louisiana",0.1,4.1,1.6
1145,"Livingston Parish, Louisiana",0.1,0.8,1.0
1146,"Madison Parish, Louisiana",0.1,3.8,0.9
1147,"Morehouse Parish, Louisiana",0.1,0.8,1.3
1148,"Natchitoches Parish, Louisiana",0.7,2.6,3.3
1149,"Orleans Parish, Louisiana",7.8,4.8,4.5
1150,"Ouachita Parish, Louisiana",1.2,0.8,1.1
1151,"Plaquemines Parish, Louisiana",0.4,2.9,2.5
1152,"Pointe Coupee Parish, Louisiana",0.5,1.4,2.4
1153,"Rapides Parish, Louisiana",1.8,2.0,2.1
1154,"Red River Parish, Louisiana",1.6,1.1,4.8
1155,"Richland Parish, Louisiana",0.2,0.7,1.1
1156,"Sabine Parish, Louisiana",1.1,2.7,3.3
1157,"St. Bernard Parish, Louisiana",1.4,0.9,1.5
1158,"St. Charles Parish, Louisiana",0.0,0.7,1.9
1159,"St. Helena Parish, Louisiana",0.7,0.5,3.3
1160,"St. James Parish, Louisiana",0.5,1.3,1.0
1161,"St. John the Baptist Parish, Louisiana",0.1,0.8,1.7
1162,"St. Landry Parish, Louisiana",0.2,1.5,1.1
1163,"St. Martin Parish, Louisiana",0.3,1.4,1.4
1164,"St. Mary Parish, Louisiana",0.4,2.7,3.0
1165,"St. Tammany Parish, Louisiana",0.2,1.2,2.2
1166,"Tangipahoa Parish, Louisiana",0.5,1.5,2.7
1167,"Tensas Parish, Louisiana",0.5,3.7,1.9
1168,"Terrebonne Parish, Louisiana",0.4,1.1,3.3
1169,"Union Parish, Louisiana",0.7,1.1,0.7
1170,"Vermilion Parish, Louisiana",0.1,1.9,1.8
1171,"Vernon Parish, Louisiana",0.1,2.7,2.1
1172,"Washington Parish, Louisiana",0.1,1.6,1.6
1173,"Webster Parish, Louisiana",0.4,2.0,1.5
1174,"West Baton Rouge Parish, Louisiana",0.3,0.7,1.2
1175,"West Carroll Parish, Louisiana",0.4,0.6,1.5
1176,"West Feliciana Parish, Louisiana",0.0,0.1,0.3
1177,"Winn Parish, Louisiana",0.2,0.9,0.4
1178,"Androscoggin County, Maine",0.3,4.1,1.9
1179,"Aroostook County, Maine",0.1,3.2,1.7
1180,"Cumberland County, Maine",1.4,5.0,1.7
1181,"Franklin County, Maine",0.5,7.0,1.1
1182,"Hancock County, Maine",0.8,6.2,2.2
1183,"Kennebec County, Maine",0.2,4.0,1.7
1184,"Knox County, Maine",0.2,5.2,1.7
1185,"Lincoln County, Maine",0.3,3.2,1.8
1186,"Oxford County, Maine",0.2,2.6,0.8
1187,"Penobscot County, Maine",0.6,3.9,1.8
1188,"Piscataquis County, Maine",0.3,4.3,0.9
1189,"Sagadahoc County, Maine",0.2,3.0,1.2
1190,"Somerset County, Maine",0.1,2.4,2.0
1191,"Waldo County, Maine",0.4,3.8,1.9
1192,"Washington County, Maine",0.2,5.2,1.0
1193,"York County, Maine",0.7,2.4,1.4
1194,"Allegany County, Maryland",0.6,4.1,0.9
1195,"Anne Arundel County, Maryland",3.5,2.2,1.4
1196,"Baltimore County, Maryland",4.8,1.9,1.3
1197,"Calvert County, Maryland",3.3,1.0,0.9
1198,"Caroline County, Maryland",1.3,2.6,2.1
1199,"Carroll County, Maryland",1.0,1.2,0.6
1200,"Cecil County, Maryland",1.1,2.0,0.8
1201,"Charles County, Maryland",6.5,1.1,0.7
1202,"Dorchester County, Maryland",0.5,1.8,1.9
1203,"Frederick County, Maryland",2.9,2.1,1.1
1204,"Garrett County, Maryland",0.5,2.2,0.6
1205,"Harford County, Maryland",1.7,1.4,0.8
1206,"Howard County, Maryland",3.8,1.0,1.0
1207,"Kent County, Maryland",1.7,7.0,2.1
1208,"Montgomery County, Maryland",15.8,2.1,1.3
1209,"Prince George's County, Maryland",17.2,2.2,1.0
1210,"Queen Anne's County, Maryland",1.6,1.6,0.9
1211,"St. Mary's County, Maryland",2.5,1.9,0.9
1212,"Somerset County, Maryland",1.2,3.2,1.8
1213,"Talbot County, Maryland",0.7,2.1,1.4
1214,"Washington County, Maryland",1.1,2.1,1.0
1215,"Wicomico County, Maryland",0.7,2.0,2.2
1216,"Worcester County, Maryland",1.4,3.0,2.2
1217,"Baltimore city, Maryland",18.6,6.7,2.1
1218,"Barnstable County, Massachusetts",1.5,2.4,1.3
1219,"Berkshire County, Massachusetts",1.3,5.5,1.6
1220,"Bristol County, Massachusetts",2.5,2.3,0.9
1221,"Dukes County, Massachusetts",4.0,4.2,3.0
1222,"Essex County, Massachusetts",5.8,3.3,2.3
1223,"Franklin County, Massachusetts",1.6,4.7,1.5
1224,"Hampden County, Massachusetts",2.2,2.6,1.1
1225,"Hampshire County, Massachusetts",3.4,9.2,2.1
1226,"Middlesex County, Massachusetts",11.4,4.9,2.2
1227,"Nantucket County, Massachusetts",1.3,10.1,6.7
1228,"Norfolk County, Massachusetts",13.5,3.5,1.3
1229,"Plymouth County, Massachusetts",5.1,1.8,0.9
1230,"Suffolk County, Massachusetts",32.5,13.6,2.8
1231,"Worcester County, Massachusetts",1.6,2.7,1.0
1232,"Alcona County, Michigan",0.4,2.7,2.1
1233,"Alger County, Michigan",1.0,7.2,1.4
1234,"Allegan County, Michigan",0.2,1.5,1.0
1235,"Alpena County, Michigan",0.5,1.6,1.9
1236,"Antrim County, Michigan",0.6,2.2,1.1
1237,"Arenac County, Michigan",0.8,2.9,1.5
1238,"Baraga County, Michigan",0.3,2.2,0.7
1239,"Barry County, Michigan",0.1,2.0,0.7
1240,"Bay County, Michigan",0.8,1.6,0.9
1241,"Benzie County, Michigan",1.8,2.1,1.1
1242,"Berrien County, Michigan",0.5,2.7,1.5
1243,"Branch County, Michigan",0.4,2.2,1.4
1244,"Calhoun County, Michigan",0.8,3.2,1.1
1245,"Cass County, Michigan",0.1,1.3,1.0
1246,"Charlevoix County, Michigan",0.7,2.0,0.6
1247,"Cheboygan County, Michigan",0.8,1.8,1.2
1248,"Chippewa County, Michigan",0.8,5.1,1.3
1249,"Clare County, Michigan",1.1,2.8,1.9
1250,"Clinton County, Michigan",1.2,1.4,0.7
1251,"Crawford County, Michigan",1.0,3.5,1.6
1252,"Delta County, Michigan",0.6,2.7,1.3
1253,"Dickinson County, Michigan",0.2,2.8,1.2
1254,"Eaton County, Michigan",0.7,1.4,1.1
1255,"Emmet County, Michigan",0.2,4.7,2.0
1256,"Genesee County, Michigan",1.2,1.2,0.8
1257,"Gladwin County, Michigan",0.5,3.4,1.4
1258,"Gogebic County, Michigan",0.7,4.0,1.4
1259,"Grand Traverse County, Michigan",0.7,2.3,2.2
1260,"Gratiot County, Michigan",0.1,3.7,1.1
1261,"Hillsdale County, Michigan",0.2,4.3,0.9
1262,"Houghton County, Michigan",0.9,10.2,1.6
1263,"Huron County, Michigan",0.5,3.6,1.1
1264,"Ingham County, Michigan",3.2,5.4,2.4
1265,"Ionia County, Michigan",0.5,2.4,1.0
1266,"Iosco County, Michigan",0.0,2.6,1.8
1267,"Iron County, Michigan",0.3,2.7,1.1
1268,"Isabella County, Michigan",1.3,7.4,1.8
1269,"Jackson County, Michigan",0.4,2.3,1.3
1270,"Kalamazoo County, Michigan",1.4,2.8,1.6
1271,"Kalkaska County, Michigan",0.8,1.4,1.0
1272,"Kent County, Michigan",2.0,1.9,1.5
1273,"Keweenaw County, Michigan",0.1,3.9,1.3
1274,"Lake County, Michigan",0.2,2.2,1.9
1275,"Lapeer County, Michigan",0.7,1.0,0.4
1276,"Leelanau County, Michigan",0.6,3.3,1.6
1277,"Lenawee County, Michigan",0.3,3.0,0.8
1278,"Livingston County, Michigan",0.3,0.9,0.8
1279,"Luce County, Michigan",0.0,5.2,1.6
1280,"Mackinac County, Michigan",1.7,7.1,6.7
1281,"Macomb County, Michigan",0.8,0.8,0.8
1282,"Manistee County, Michigan",0.7,3.2,1.5
1283,"Marquette County, Michigan",0.6,5.8,1.5
1284,"Mason County, Michigan",0.7,2.5,1.2
1285,"Mecosta County, Michigan",0.8,5.6,1.9
1286,"Menominee County, Michigan",0.1,2.1,1.2
1287,"Midland County, Michigan",0.7,1.5,1.6
1288,"Missaukee County, Michigan",0.2,3.0,1.3
1289,"Monroe County, Michigan",1.2,1.2,1.1
1290,"Montcalm County, Michigan",0.3,2.1,1.6
1291,"Montmorency County, Michigan",0.0,3.0,0.8
1292,"Muskegon County, Michigan",0.5,1.1,1.1
1293,"Newaygo County, Michigan",0.2,2.0,2.1
1294,"Oakland County, Michigan",0.5,1.2,0.9
1295,"Oceana County, Michigan",0.1,4.2,1.5
1296,"Ogemaw County, Michigan",0.2,1.6,1.9
1297,"Ontonagon County, Michigan",0.4,4.7,1.2
1298,"Osceola County, Michigan",0.4,2.9,2.1
1299,"Oscoda County, Michigan",0.1,2.9,4.4
1300,"Otsego County, Michigan",0.4,2.1,0.7
1301,"Ottawa County, Michigan",0.8,2.4,1.3
1302,"Presque Isle County, Michigan",0.0,2.7,1.6
1303,"Roscommon County, Michigan",1.1,2.5,1.4
1304,"Saginaw County, Michigan",0.6,2.3,1.0
1305,"St. Clair County, Michigan",0.6,1.6,1.1
1306,"St. Joseph County, Michigan",0.2,3.2,1.5
1307,"Sanilac County, Michigan",0.9,3.6,1.0
1308,"Schoolcraft County, Michigan",1.1,5.5,0.8
1309,"Shiawassee County, Michigan",0.4,2.6,1.1
1310,"Tuscola County, Michigan",0.0,2.1,0.9
1311,"Van Buren County, Michigan",0.3,3.5,1.2
1312,"Washtenaw County, Michigan",5.4,6.2,2.5
1313,"Wayne County, Michigan",3.2,1.8,1.5
1314,"Wexford County, Michigan",0.2,2.8,1.3
1315,"Aitkin County, Minnesota",0.3,4.3,1.5
1316,"Anoka County, Minnesota",3.4,1.1,0.9
1317,"Becker County, Minnesota",0.4,2.9,1.5
1318,"Beltrami County, Minnesota",2.0,3.2,1.3
1319,"Benton County, Minnesota",1.0,1.5,1.6
1320,"Big Stone County, Minnesota",0.5,5.1,0.8
1321,"Blue Earth County, Minnesota",1.2,4.5,1.0
1322,"Brown County, Minnesota",0.6,5.2,1.3
1323,"Carlton County, Minnesota",0.3,2.9,0.9
1324,"Carver County, Minnesota",1.8,1.3,0.9
1325,"Cass County, Minnesota",0.8,3.4,1.5
1326,"Chippewa County, Minnesota",0.9,3.4,1.1
1327,"Chisago County, Minnesota",1.0,1.2,1.6
1328,"Clay County, Minnesota",0.9,5.4,1.6
1329,"Clearwater County, Minnesota",0.6,3.2,1.1
1330,"Cook County, Minnesota",0.4,10.1,0.8
1331,"Cottonwood County, Minnesota",1.2,6.6,1.8
1332,"Crow Wing County, Minnesota",0.4,1.5,1.4
1333,"Dakota County, Minnesota",3.3,1.1,1.0
1334,"Dodge County, Minnesota",1.0,1.6,0.9
1335,"Douglas County, Minnesota",0.4,2.5,1.2
1336,"Faribault County, Minnesota",0.3,4.4,1.0
1337,"Fillmore County, Minnesota",2.8,4.9,1.8
1338,"Freeborn County, Minnesota",0.9,1.7,2.7
1339,"Goodhue County, Minnesota",1.0,3.8,1.2
1340,"Grant County, Minnesota",0.6,6.6,1.2
1341,"Hennepin County, Minnesota",7.3,3.4,2.6
1342,"Houston County, Minnesota",0.5,3.4,1.9
1343,"Hubbard County, Minnesota",0.4,3.6,1.2
1344,"Isanti County, Minnesota",1.3,1.4,1.4
1345,"Itasca County, Minnesota",1.0,3.3,0.9
1346,"Jackson County, Minnesota",0.2,3.0,1.2
1347,"Kanabec County, Minnesota",0.2,2.1,2.0
1348,"Kandiyohi County, Minnesota",1.0,1.9,1.3
1349,"Kittson County, Minnesota",1.8,8.6,1.0
1350,"Koochiching County, Minnesota",1.9,4.0,2.0
1351,"Lac qui Parle County, Minnesota",0.2,5.1,1.0
1352,"Lake County, Minnesota",0.1,5.9,2.1
1353,"Lake of the Woods County, Minnesota",0.1,6.4,0.0
1354,"Le Sueur County, Minnesota",0.6,2.8,0.8
1355,"Lincoln County, Minnesota",0.1,5.7,1.0
1356,"Lyon County, Minnesota",0.9,3.6,1.7
1357,"McLeod County, Minnesota",0.3,2.9,1.5
1358,"Mahnomen County, Minnesota",2.0,4.9,0.7
1359,"Marshall County, Minnesota",0.5,3.0,1.5
1360,"Martin County, Minnesota",1.0,3.1,1.6
1361,"Meeker County, Minnesota",0.3,3.0,1.2
1362,"Mille Lacs County, Minnesota",0.5,2.5,1.5
1363,"Morrison County, Minnesota",0.3,3.2,1.1
1364,"Mower County, Minnesota",1.7,3.1,2.2
1365,"Murray County, Minnesota",0.6,4.8,1.2
1366,"Nicollet County, Minnesota",0.9,4.5,1.3
1367,"Nobles County, Minnesota",0.3,3.6,3.3
1368,"Norman County, Minnesota",0.3,4.2,1.5
1369,"Olmsted County, Minnesota",5.0,3.2,1.7
1370,"Otter Tail County, Minnesota",0.9,4.0,1.5
1371,"Pennington County, Minnesota",0.9,4.1,2.8
1372,"Pine County, Minnesota",0.7,2.9,1.3
1373,"Pipestone County, Minnesota",0.7,4.5,1.1
1374,"Polk County, Minnesota",0.5,3.3,1.2
1375,"Pope County, Minnesota",0.4,4.8,1.4
1376,"Ramsey County, Minnesota",6.3,2.9,2.0
1377,"Red Lake County, Minnesota",0.2,4.0,0.5
1378,"Redwood County, Minnesota",0.6,4.7,1.1
1379,"Renville County, Minnesota",0.3,3.4,1.4
1380,"Rice County, Minnesota",0.7,4.1,2.1
1381,"Rock County, Minnesota",0.8,4.1,1.1
1382,"Roseau County, Minnesota",0.9,3.3,1.4
1383,"St. Louis County, Minnesota",2.5,4.7,1.5
1384,"Scott County, Minnesota",1.8,0.9,1.1
1385,"Sherburne County, Minnesota",1.4,0.7,1.4
1386,"Sibley County, Minnesota",0.4,3.8,0.5
1387,"Stearns County, Minnesota",1.6,4.4,1.3
1388,"Steele County, Minnesota",0.6,1.6,1.1
1389,"Stevens County, Minnesota",1.4,10.3,2.4
1390,"Swift County, Minnesota",0.6,6.3,1.8
1391,"Todd County, Minnesota",0.3,4.1,1.7
1392,"Traverse County, Minnesota",0.1,4.3,1.2
1393,"Wabasha County, Minnesota",2.2,4.6,1.1
1394,"Wadena County, Minnesota",0.8,4.4,0.9
1395,"Waseca County, Minnesota",0.6,1.7,1.3
1396,"Washington County, Minnesota",2.2,1.0,0.9
1397,"Watonwan County, Minnesota",0.4,4.7,1.0
1398,"Wilkin County, Minnesota",0.2,3.6,0.7
1399,"Winona County, Minnesota",1.9,6.6,2.0
1400,"Wright County, Minnesota",0.8,1.4,1.5
1401,"Yellow Medicine County, Minnesota",0.4,6.2,1.3
1402,"Adams County, Mississippi",0.2,0.5,1.3
1403,"Alcorn County, Mississippi",0.2,0.8,0.7
1404,"Amite County, Mississippi",1.3,1.4,0.8
1405,"Attala County, Mississippi",0.2,1.4,3.3
1406,"Benton County, Mississippi",0.0,0.5,0.0
1407,"Bolivar County, Mississippi",0.2,3.0,0.5
1408,"Calhoun County, Mississippi",0.6,1.1,1.4
1409,"Carroll County, Mississippi",0.3,2.1,1.0
1410,"Chickasaw County, Mississippi",0.0,1.5,2.3
1411,"Choctaw County, Mississippi",0.1,1.6,3.2
1412,"Claiborne County, Mississippi",0.5,2.4,1.5
1413,"Clarke County, Mississippi",0.3,2.8,3.5
1414,"Clay County, Mississippi",0.1,1.4,0.6
1415,"Coahoma County, Mississippi",1.0,2.0,1.6
1416,"Copiah County, Mississippi",0.4,1.3,1.4
1417,"Covington County, Mississippi",0.1,1.5,1.4
1418,"DeSoto County, Mississippi",0.1,0.4,0.7
1419,"Forrest County, Mississippi",0.6,3.0,6.1
1420,"Franklin County, Mississippi",0.0,1.7,1.3
1421,"George County, Mississippi",0.9,1.0,2.4
1422,"Greene County, Mississippi",0.0,1.2,2.5
1423,"Grenada County, Mississippi",1.5,0.7,1.9
1424,"Hancock County, Mississippi",0.2,1.2,0.8
1425,"Harrison County, Mississippi",1.0,4.4,1.2
1426,"Hinds County, Mississippi",0.6,1.3,1.3
1427,"Holmes County, Mississippi",1.2,1.3,1.5
1428,"Humphreys County, Mississippi",0.0,2.6,0.7
1429,"Issaquena County, Mississippi",0.3,3.9,1.0
1430,"Itawamba County, Mississippi",0.4,0.3,0.5
1431,"Jackson County, Mississippi",0.3,0.9,1.5
1432,"Jasper County, Mississippi",0.9,0.3,2.6
1433,"Jefferson County, Mississippi",0.5,2.2,1.7
1434,"Jefferson Davis County, Mississippi",0.6,0.3,2.3
1435,"Jones County, Mississippi",0.3,1.0,1.6
1436,"Kemper County, Mississippi",0.0,1.9,0.9
1437,"Lafayette County, Mississippi",0.7,2.2,2.0
1438,"Lamar County, Mississippi",0.2,1.3,3.8
1439,"Lauderdale County, Mississippi",0.4,2.3,1.7
1440,"Lawrence County, Mississippi",0.7,1.6,1.8
1441,"Leake County, Mississippi",1.2,2.0,0.5
1442,"Lee County, Mississippi",0.3,1.0,0.7
1443,"Leflore County, Mississippi",0.1,1.3,0.4
1444,"Lincoln County, Mississippi",0.0,1.0,1.3
1445,"Lowndes County, Mississippi",0.1,0.9,1.3
1446,"Madison County, Mississippi",0.3,0.8,1.0
1447,"Marion County, Mississippi",0.2,1.1,4.4
1448,"Marshall County, Mississippi",0.5,1.0,0.8
1449,"Monroe County, Mississippi",0.0,1.2,0.2
1450,"Montgomery County, Mississippi",0.0,0.0,1.5
1451,"Neshoba County, Mississippi",0.4,2.1,1.0
1452,"Newton County, Mississippi",0.0,1.4,1.8
1453,"Noxubee County, Mississippi",2.2,4.1,0.6
1454,"Oktibbeha County, Mississippi",0.2,3.6,0.7
1455,"Panola County, Mississippi",0.7,0.8,0.9
1456,"Pearl River County, Mississippi",0.1,0.9,1.5
1457,"Perry County, Mississippi",0.0,1.0,3.6
1458,"Pike County, Mississippi",1.2,1.5,5.0
1459,"Pontotoc County, Mississippi",0.1,0.7,1.5
1460,"Prentiss County, Mississippi",0.3,1.6,0.4
1461,"Quitman County, Mississippi",0.2,2.9,0.1
1462,"Rankin County, Mississippi",0.1,0.4,0.9
1463,"Scott County, Mississippi",0.0,2.0,0.8
1464,"Sharkey County, Mississippi",1.7,1.7,0.3
1465,"Simpson County, Mississippi",0.4,1.6,2.5
1466,"Smith County, Mississippi",1.2,0.1,2.0
1467,"Stone County, Mississippi",0.5,3.3,1.5
1468,"Sunflower County, Mississippi",0.6,3.5,1.5
1469,"Tallahatchie County, Mississippi",0.1,3.3,1.1
1470,"Tate County, Mississippi",0.0,1.4,1.1
1471,"Tippah County, Mississippi",0.2,0.7,0.9
1472,"Tishomingo County, Mississippi",0.4,1.3,1.1
1473,"Tunica County, Mississippi",1.2,2.4,0.0
1474,"Union County, Mississippi",0.3,1.7,0.6
1475,"Walthall County, Mississippi",0.7,0.9,3.0
1476,"Warren County, Mississippi",0.1,1.4,0.7
1477,"Washington County, Mississippi",0.4,1.2,0.8
1478,"Wayne County, Mississippi",0.8,1.6,2.7
1479,"Webster County, Mississippi",0.5,0.7,3.0
1480,"Wilkinson County, Mississippi",0.1,5.9,0.4
1481,"Winston County, Mississippi",0.5,1.5,1.7
1482,"Yalobusha County, Mississippi",0.1,0.1,0.9
1483,"Yazoo County, Mississippi",0.1,0.5,0.5
1484,"Adair County, Missouri",0.2,6.8,2.6
1485,"Andrew County, Missouri",0.1,1.2,0.5
1486,"Atchison County, Missouri",0.2,4.0,0.8
1487,"Audrain County, Missouri",0.7,3.4,2.7
1488,"Barry County, Missouri",0.2,2.3,1.0
1489,"Barton County, Missouri",0.3,3.9,1.1
1490,"Bates County, Missouri",0.8,4.1,0.9
1491,"Benton County, Missouri",0.7,2.2,1.6
1492,"Bollinger County, Missouri",0.7,2.7,0.2
1493,"Boone County, Missouri",1.0,4.3,2.0
1494,"Buchanan County, Missouri",1.1,1.6,1.3
1495,"Butler County, Missouri",0.7,1.8,1.9
1496,"Caldwell County, Missouri",0.0,2.4,0.6
1497,"Callaway County, Missouri",0.1,1.4,1.9
1498,"Camden County, Missouri",0.3,0.6,1.4
1499,"Cape Girardeau County, Missouri",0.4,3.0,1.6
1500,"Carroll County, Missouri",0.7,3.1,1.2
1501,"Carter County, Missouri",0.0,4.2,3.6
1502,"Cass County, Missouri",0.2,0.6,0.9
1503,"Cedar County, Missouri",0.0,2.1,1.9
1504,"Chariton County, Missouri",0.2,1.6,1.6
1505,"Christian County, Missouri",0.1,0.7,1.5
1506,"Clark County, Missouri",0.1,2.9,2.0
1507,"Clay County, Missouri",0.7,1.1,0.7
1508,"Clinton County, Missouri",0.6,1.2,0.8
1509,"Cole County, Missouri",0.3,1.3,1.4
1510,"Cooper County, Missouri",0.1,2.6,0.6
1511,"Crawford County, Missouri",0.1,1.3,1.0
1512,"Dade County, Missouri",0.2,3.6,0.7
1513,"Dallas County, Missouri",0.1,2.0,3.3
1514,"Daviess County, Missouri",0.1,2.6,4.1
1515,"DeKalb County, Missouri",0.7,1.6,1.3
1516,"Dent County, Missouri",0.0,1.3,3.1
1517,"Douglas County, Missouri",0.2,4.7,0.4
1518,"Dunklin County, Missouri",0.2,1.1,1.6
1519,"Franklin County, Missouri",0.6,1.6,0.7
1520,"Gasconade County, Missouri",0.4,1.6,0.4
1521,"Gentry County, Missouri",0.5,2.5,2.2
1522,"Greene County, Missouri",0.7,2.2,1.6
1523,"Grundy County, Missouri",0.7,3.7,1.7
1524,"Harrison County, Missouri",0.1,4.3,1.8
1525,"Henry County, Missouri",0.0,1.0,1.5
1526,"Hickory County, Missouri",0.0,1.8,1.1
1527,"Holt County, Missouri",0.2,4.5,0.9
1528,"Howard County, Missouri",0.1,2.5,1.7
1529,"Howell County, Missouri",0.1,1.4,1.3
1530,"Iron County, Missouri",0.1,2.6,1.8
1531,"Jackson County, Missouri",2.4,1.8,1.5
1532,"Jasper County, Missouri",0.4,1.5,1.1
1533,"Jefferson County, Missouri",0.2,0.5,0.4
1534,"Johnson County, Missouri",0.2,4.6,1.3
1535,"Knox County, Missouri",1.0,5.5,1.8
1536,"Laclede County, Missouri",0.1,2.4,1.1
1537,"Lafayette County, Missouri",0.5,2.1,2.0
1538,"Lawrence County, Missouri",0.1,2.1,1.6
1539,"Lewis County, Missouri",0.5,5.8,1.2
1540,"Lincoln County, Missouri",0.4,0.6,1.1
1541,"Linn County, Missouri",0.0,1.5,2.1
1542,"Livingston County, Missouri",0.5,3.1,1.6
1543,"McDonald County, Missouri",0.2,1.4,1.3
1544,"Macon County, Missouri",0.9,2.1,1.9
1545,"Madison County, Missouri",0.0,0.8,2.0
1546,"Maries County, Missouri",0.2,2.8,1.6
1547,"Marion County, Missouri",0.4,3.5,2.3
1548,"Mercer County, Missouri",0.9,6.4,1.1
1549,"Miller County, Missouri",0.0,1.3,2.4
1550,"Mississippi County, Missouri",0.0,3.1,0.7
1551,"Moniteau County, Missouri",0.4,2.1,2.4
1552,"Monroe County, Missouri",0.2,1.9,0.7
1553,"Montgomery County, Missouri",0.1,3.0,0.7
1554,"Morgan County, Missouri",0.2,4.1,4.5
1555,"New Madrid County, Missouri",0.2,2.6,0.5
