,GEO.display-label,HC03_VC30,HC03_VC31,HC03_VC32
2563,"Cochran County, Texas",0.5,2.3,1.0
2564,"Coke County, Texas",0.0,4.0,1.3
2565,"Coleman County, Texas",0.1,1.5,2.0
2566,"Collin County, Texas",1.1,0.8,1.4
2567,"Collingsworth County, Texas",0.3,1.2,0.1
2568,"Colorado County, Texas",1.1,1.9,0.2
2569,"Comal County, Texas",0.1,1.1,1.4
2570,"Comanche County, Texas",0.0,2.2,1.1
2571,"Concho County, Texas",0.0,5.2,0.0
2572,"Cooke County, Texas",0.2,1.3,0.9
2573,"Coryell County, Texas",0.3,7.4,2.3
2574,"Cottle County, Texas",0.0,9.6,4.0
2575,"Crane County, Texas",0.6,2.0,1.4
2576,"Crockett County, Texas",0.0,3.5,0.0
2577,"Crosby County, Texas",0.0,2.8,3.8
2578,"Culberson County, Texas",0.2,2.9,3.0
2579,"Dallam County, Texas",0.5,2.0,3.7
2580,"Dallas County, Texas",2.9,1.5,2.1
2581,"Dawson County, Texas",0.3,1.2,2.0
2582,"Deaf Smith County, Texas",0.3,1.1,0.6
2583,"Delta County, Texas",0.0,2.6,1.5
2584,"Denton County, Texas",1.0,1.2,1.3
2585,"DeWitt County, Texas",0.0,2.4,1.3
2586,"Dickens County, Texas",0.0,6.2,2.8
2587,"Dimmit County, Texas",0.1,4.5,2.3
2588,"Donley County, Texas",0.0,5.3,1.3
2589,"Duval County, Texas",0.0,5.7,1.7
2590,"Eastland County, Texas",0.1,1.7,1.0
2591,"Ector County, Texas",0.5,1.1,0.7
2592,"Edwards County, Texas",0.0,5.7,7.2
2593,"Ellis County, Texas",0.4,0.6,0.7
2594,"El Paso County, Texas",1.5,2.3,2.4
2595,"Erath County, Texas",0.4,3.1,1.0
2596,"Falls County, Texas",1.7,3.1,2.3
2597,"Fannin County, Texas",0.1,1.5,1.4
2598,"Fayette County, Texas",0.2,1.7,1.2
2599,"Fisher County, Texas",0.0,4.0,0.8
2600,"Floyd County, Texas",0.0,2.2,0.7
2601,"Foard County, Texas",0.0,1.6,0.0
2602,"Fort Bend County, Texas",1.7,0.6,1.2
2603,"Franklin County, Texas",0.0,3.0,1.2
2604,"Freestone County, Texas",0.3,1.0,1.1
2605,"Frio County, Texas",0.2,2.7,1.6
2606,"Gaines County, Texas",0.0,4.0,0.4
2607,"Galveston County, Texas",1.2,1.9,2.5
2608,"Garza County, Texas",0.0,3.3,2.9
2609,"Gillespie County, Texas",0.3,2.5,2.8
2610,"Glasscock County, Texas",0.0,2.6,1.2
2611,"Goliad County, Texas",0.0,2.9,0.0
2612,"Gonzales County, Texas",1.6,2.5,0.9
2613,"Gray County, Texas",0.0,1.3,1.0
2614,"Grayson County, Texas",0.4,1.9,1.2
2615,"Gregg County, Texas",0.4,1.6,1.4
2616,"Grimes County, Texas",0.0,1.6,1.4
2617,"Guadalupe County, Texas",0.2,0.7,1.1
2618,"Hale County, Texas",0.4,1.3,1.4
2619,"Hall County, Texas",0.2,3.3,2.5
2620,"Hamilton County, Texas",0.0,5.9,0.5
2621,"Hansford County, Texas",0.0,0.9,3.0
2622,"Hardeman County, Texas",1.1,1.8,4.9
2623,"Hardin County, Texas",0.1,0.9,1.0
2624,"Harris County, Texas",2.9,1.5,2.0
2625,"Harrison County, Texas",0.1,0.8,1.6
2626,"Hartley County, Texas",0.0,2.7,1.2
2627,"Haskell County, Texas",0.0,0.9,2.4
2628,"Hays County, Texas",1.0,1.7,1.9
2629,"Hemphill County, Texas",0.0,2.4,0.7
2630,"Henderson County, Texas",0.1,1.2,0.7
2631,"Hidalgo County, Texas",0.3,1.2,4.4
2632,"Hill County, Texas",0.1,1.5,1.4
2633,"Hockley County, Texas",0.1,2.3,0.7
2634,"Hood County, Texas",0.1,1.4,0.9
2635,"Hopkins County, Texas",0.1,2.6,0.8
2636,"Houston County, Texas",0.0,1.5,1.0
2637,"Howard County, Texas",0.2,1.6,0.9
2638,"Hudspeth County, Texas",0.0,1.5,4.0
2639,"Hunt County, Texas",0.0,2.2,1.4
2640,"Hutchinson County, Texas",0.2,0.9,1.0
2641,"Irion County, Texas",0.4,4.4,1.1
2642,"Jack County, Texas",0.0,2.1,0.9
2643,"Jackson County, Texas",1.1,1.0,0.3
2644,"Jasper County, Texas",0.2,1.1,2.2
2645,"Jeff Davis County, Texas",0.0,4.0,0.4
2646,"Jefferson County, Texas",0.7,1.2,1.1
2647,"Jim Hogg County, Texas",1.1,3.8,0.0
2648,"Jim Wells County, Texas",0.0,1.3,1.2
2649,"Johnson County, Texas",0.2,1.2,1.1
2650,"Jones County, Texas",0.0,1.7,1.7
2651,"Karnes County, Texas",0.1,2.3,1.0
2652,"Kaufman County, Texas",0.4,0.6,1.4
2653,"Kendall County, Texas",0.3,2.1,1.2
2654,"Kenedy County, Texas",0.0,5.4,0.0
2655,"Kent County, Texas",0.0,13.5,1.8
2656,"Kerr County, Texas",0.0,1.5,1.1
2657,"Kimble County, Texas",0.0,1.6,2.3
2658,"King County, Texas",0.0,7.8,0.0
2659,"Kinney County, Texas",0.5,0.2,4.4
2660,"Kleberg County, Texas",0.0,6.0,1.8
2661,"Knox County, Texas",0.0,2.5,2.3
2662,"Lamar County, Texas",0.0,1.9,2.9
2663,"Lamb County, Texas",0.0,4.0,2.5
2664,"Lampasas County, Texas",0.1,2.7,3.2
2665,"La Salle County, Texas",0.0,3.9,2.7
2666,"Lavaca County, Texas",0.4,1.6,0.9
2667,"Lee County, Texas",0.1,2.6,0.9
2668,"Leon County, Texas",0.1,2.9,1.1
2669,"Liberty County, Texas",0.2,1.6,1.0
2670,"Limestone County, Texas",0.0,1.5,1.4
2671,"Lipscomb County, Texas",0.3,2.4,5.1
2672,"Live Oak County, Texas",0.0,1.4,1.7
2673,"Llano County, Texas",0.0,2.5,1.7
2674,"Loving County, Texas",0.0,8.1,0.0
2675,"Lubbock County, Texas",0.9,2.0,1.3
2676,"Lynn County, Texas",0.1,3.7,0.0
2677,"McCulloch County, Texas",0.0,6.1,0.0
2678,"McLennan County, Texas",0.4,1.8,0.8
2679,"McMullen County, Texas",6.4,4.4,2.7
2680,"Madison County, Texas",0.0,7.6,1.7
2681,"Marion County, Texas",0.3,3.6,1.7
2682,"Martin County, Texas",0.0,3.5,1.9
2683,"Mason County, Texas",0.0,3.9,1.7
2684,"Matagorda County, Texas",0.7,2.3,0.5
2685,"Maverick County, Texas",0.5,2.3,1.8
2686,"Medina County, Texas",0.2,1.9,0.9
2687,"Menard County, Texas",0.0,3.5,0.3
2688,"Midland County, Texas",0.2,1.0,1.6
2689,"Milam County, Texas",0.2,1.1,2.6
2690,"Mills County, Texas",0.0,3.5,0.6
2691,"Mitchell County, Texas",0.4,0.7,0.3
2692,"Montague County, Texas",0.0,1.9,0.9
2693,"Montgomery County, Texas",1.3,1.0,1.3
2694,"Moore County, Texas",0.4,1.7,1.9
2695,"Morris County, Texas",0.2,0.2,0.4
2696,"Motley County, Texas",1.6,4.0,0.0
2697,"Nacogdoches County, Texas",0.2,4.1,1.7
2698,"Navarro County, Texas",0.1,1.5,1.3
2699,"Newton County, Texas",0.0,0.1,3.4
2700,"Nolan County, Texas",0.2,2.8,2.7
2701,"Nueces County, Texas",1.6,2.1,2.2
2702,"Ochiltree County, Texas",0.0,2.2,1.0
2703,"Oldham County, Texas",0.0,3.9,1.0
2704,"Orange County, Texas",0.1,1.3,1.4
2705,"Palo Pinto County, Texas",0.3,1.8,2.5
2706,"Panola County, Texas",0.4,0.9,0.4
2707,"Parker County, Texas",0.1,1.0,1.1
2708,"Parmer County, Texas",1.0,3.3,1.7
2709,"Pecos County, Texas",0.3,2.2,0.7
2710,"Polk County, Texas",0.5,2.6,3.1
2711,"Potter County, Texas",1.3,1.8,1.8
2712,"Presidio County, Texas",2.0,11.3,2.5
2713,"Rains County, Texas",0.0,2.2,1.3
2714,"Randall County, Texas",0.4,1.3,0.7
2715,"Reagan County, Texas",0.0,2.6,1.2
2716,"Real County, Texas",0.0,8.0,6.1
2717,"Red River County, Texas",0.0,2.2,1.6
2718,"Reeves County, Texas",0.0,1.6,1.8
2719,"Refugio County, Texas",0.0,4.2,1.1
2720,"Roberts County, Texas",0.0,1.5,0.0
2721,"Robertson County, Texas",0.0,3.9,0.5
2722,"Rockwall County, Texas",0.5,0.4,1.5
2723,"Runnels County, Texas",0.0,1.4,0.4
2724,"Rusk County, Texas",0.2,1.4,0.7
2725,"Sabine County, Texas",0.2,1.8,1.8
2726,"San Augustine County, Texas",0.1,0.4,0.0
2727,"San Jacinto County, Texas",0.0,1.8,1.0
2728,"San Patricio County, Texas",0.2,1.2,1.8
2729,"San Saba County, Texas",0.0,2.3,1.8
2730,"Schleicher County, Texas",0.7,0.3,2.3
2731,"Scurry County, Texas",0.9,1.3,0.6
2732,"Shackelford County, Texas",0.0,2.7,3.6
2733,"Shelby County, Texas",0.7,1.9,1.2
2734,"Sherman County, Texas",0.4,8.7,2.2
2735,"Smith County, Texas",0.3,1.4,2.2
2736,"Somervell County, Texas",0.5,0.8,0.4
2737,"Starr County, Texas",0.3,4.5,1.4
2738,"Stephens County, Texas",0.6,2.9,1.7
2739,"Sterling County, Texas",0.0,2.8,2.6
2740,"Stonewall County, Texas",0.0,3.7,0.0
2741,"Sutton County, Texas",0.0,1.7,1.0
2742,"Swisher County, Texas",0.0,1.3,1.8
2743,"Tarrant County, Texas",0.6,1.2,1.4
2744,"Taylor County, Texas",0.6,2.3,1.8
2745,"Terrell County, Texas",0.0,5.8,4.1
2746,"Terry County, Texas",0.0,1.0,1.7
2747,"Throckmorton County, Texas",0.2,0.0,0.9
2748,"Titus County, Texas",0.4,1.0,2.4
2749,"Tom Green County, Texas",0.2,5.1,1.7
2750,"Travis County, Texas",3.5,2.1,2.7
2751,"Trinity County, Texas",0.6,2.3,1.9
2752,"Tyler County, Texas",0.0,1.1,3.4
2753,"Upshur County, Texas",0.3,0.8,0.7
2754,"Upton County, Texas",0.0,3.3,1.6
2755,"Uvalde County, Texas",0.1,1.1,0.7
2756,"Val Verde County, Texas",0.2,2.5,3.5
2757,"Van Zandt County, Texas",0.1,1.3,0.5
2758,"Victoria County, Texas",0.9,0.9,0.9
2759,"Walker County, Texas",0.1,4.7,1.2
2760,"Waller County, Texas",0.7,5.7,1.7
2761,"Ward County, Texas",0.0,2.6,1.5
2762,"Washington County, Texas",0.3,1.7,1.3
2763,"Webb County, Texas",1.2,1.5,0.7
2764,"Wharton County, Texas",0.3,1.3,0.8
2765,"Wheeler County, Texas",0.0,1.3,1.9
2766,"Wichita County, Texas",0.6,7.1,1.3
2767,"Wilbarger County, Texas",0.0,1.3,1.1
2768,"Willacy County, Texas",0.0,2.6,1.0
2769,"Williamson County, Texas",0.7,0.9,1.4
2770,"Wilson County, Texas",0.1,0.7,0.5
2771,"Winkler County, Texas",0.1,1.9,1.6
2772,"Wise County, Texas",0.0,0.8,0.6
2773,"Wood County, Texas",0.2,2.8,1.1
2774,"Yoakum County, Texas",0.0,0.8,0.1
2775,"Young County, Texas",0.0,0.5,1.3
2776,"Zapata County, Texas",0.3,3.4,0.3
2777,"Zavala County, Texas",0.2,3.4,4.4
2778,"Beaver County, Utah",0.7,1.9,0.8
2779,"Box Elder County, Utah",0.7,1.6,1.2
2780,"Cache County, Utah",2.1,4.2,3.0
2781,"Carbon County, Utah",0.6,2.4,0.8
2782,"Daggett County, Utah",1.4,0.5,2.3
2783,"Davis County, Utah",2.8,1.6,1.7
2784,"Duchesne County, Utah",0.5,3.2,0.8
2785,"Emery County, Utah",1.2,2.1,1.0
2786,"Garfield County, Utah",0.0,8.5,2.1
2787,"Grand County, Utah",0.0,6.0,5.8
2788,"Iron County, Utah",0.5,5.4,1.7
2789,"Juab County, Utah",0.4,4.0,1.1
2790,"Kane County, Utah",0.0,4.8,2.0
2791,"Millard County, Utah",0.2,3.0,1.4
2792,"Morgan County, Utah",0.1,1.3,0.8
2793,"Piute County, Utah",0.0,3.4,4.5
2794,"Rich County, Utah",0.3,8.1,3.3
2795,"Salt Lake County, Utah",3.7,2.1,1.9
2796,"San Juan County, Utah",0.7,5.7,0.7
2797,"Sanpete County, Utah",0.6,5.6,1.2
2798,"Sevier County, Utah",0.8,1.6,2.1
2799,"Summit County, Utah",2.0,1.8,1.7
2800,"Tooele County, Utah",3.0,1.8,1.7
2801,"Uintah County, Utah",0.8,1.8,2.1
2802,"Utah County, Utah",1.8,4.0,2.5
2803,"Wasatch County, Utah",0.5,1.5,2.2
2804,"Washington County, Utah",0.5,2.2,2.1
2805,"Wayne County, Utah",1.1,6.2,0.0
2806,"Weber County, Utah",1.8,1.4,1.6
2807,"Addison County, Vermont",0.7,8.6,1.1
2808,"Bennington County, Vermont",0.3,5.8,1.8
2809,"Caledonia County, Vermont",0.3,4.9,1.1
2810,"Chittenden County, Vermont",2.4,7.4,2.6
2811,"Essex County, Vermont",0.3,2.7,0.6
2812,"Franklin County, Vermont",0.5,3.7,0.9
2813,"Grand Isle County, Vermont",0.6,2.2,0.7
2814,"Lamoille County, Vermont",0.4,4.8,1.8
2815,"Orange County, Vermont",0.6,4.2,1.3
2816,"Orleans County, Vermont",0.1,2.5,1.9
2817,"Rutland County, Vermont",0.9,5.1,1.1
2818,"Washington County, Vermont",1.4,6.2,1.3
2819,"Windham County, Vermont",1.0,5.9,1.2
2820,"Windsor County, Vermont",0.9,4.4,1.0
2821,"Accomack County, Virginia",0.5,4.0,1.7
2822,"Albemarle County, Virginia",2.0,3.7,1.4
2823,"Alleghany County, Virginia",1.0,0.9,1.3
2824,"Amelia County, Virginia",0.9,1.1,1.9
2825,"Amherst County, Virginia",1.3,2.0,1.7
2826,"Appomattox County, Virginia",0.5,0.9,3.1
2827,"Arlington County, Virginia",26.4,4.9,2.7
2828,"Augusta County, Virginia",0.4,1.3,0.9
2829,"Bath County, Virginia",1.1,4.3,0.1
2830,"Bedford County, Virginia",0.4,0.8,1.6
2831,"Bland County, Virginia",0.3,1.9,1.7
2832,"Botetourt County, Virginia",0.3,0.6,0.4
2833,"Brunswick County, Virginia",1.4,1.4,1.7
2834,"Buchanan County, Virginia",0.5,1.3,1.3
2835,"Buckingham County, Virginia",0.5,1.4,2.2
2836,"Campbell County, Virginia",0.1,0.6,2.2
2837,"Caroline County, Virginia",0.3,2.7,1.2
2838,"Carroll County, Virginia",0.2,0.5,0.2
2839,"Charles City County, Virginia",1.5,1.1,1.8
2840,"Charlotte County, Virginia",0.9,2.4,5.4
2841,"Chesterfield County, Virginia",0.7,0.6,1.0
2842,"Clarke County, Virginia",0.2,3.7,0.5
2843,"Craig County, Virginia",0.0,0.4,1.7
2844,"Culpeper County, Virginia",1.2,1.8,1.0
2845,"Cumberland County, Virginia",0.2,0.0,1.2
2846,"Dickenson County, Virginia",0.1,2.3,0.5
2847,"Dinwiddie County, Virginia",0.3,1.1,1.1
2848,"Essex County, Virginia",0.2,4.2,4.3
2849,"Fairfax County, Virginia",9.8,1.8,1.5
2850,"Fauquier County, Virginia",1.4,1.6,0.9
2851,"Floyd County, Virginia",0.0,1.4,2.0
2852,"Fluvanna County, Virginia",0.1,0.2,0.3
2853,"Franklin County, Virginia",0.5,3.1,1.2
2854,"Frederick County, Virginia",0.2,0.8,0.9
2855,"Giles County, Virginia",0.1,1.7,1.7
2856,"Gloucester County, Virginia",0.2,0.5,2.2
2857,"Goochland County, Virginia",0.4,0.4,1.1
2858,"Grayson County, Virginia",1.1,2.3,0.3
2859,"Greene County, Virginia",0.5,0.8,1.4
2860,"Greensville County, Virginia",1.2,1.0,2.2
2861,"Halifax County, Virginia",0.4,1.2,4.1
2862,"Hanover County, Virginia",0.4,1.6,1.5
2863,"Henrico County, Virginia",1.1,0.9,0.9
2864,"Henry County, Virginia",0.3,0.2,0.6
2865,"Highland County, Virginia",0.0,13.4,1.0
2866,"Isle of Wight County, Virginia",0.2,0.5,0.2
2867,"James City County, Virginia",0.9,1.0,1.6
2868,"King and Queen County, Virginia",0.3,0.0,3.2
2869,"King George County, Virginia",1.2,0.8,1.5
2870,"King William County, Virginia",0.0,0.5,1.7
2871,"Lancaster County, Virginia",1.0,0.6,0.9
2872,"Lee County, Virginia",0.4,1.4,1.0
2873,"Loudoun County, Virginia",3.5,1.7,1.0
2874,"Louisa County, Virginia",0.7,0.8,1.6
2875,"Lunenburg County, Virginia",0.5,1.7,3.6
2876,"Madison County, Virginia",0.6,1.9,1.2
2877,"Mathews County, Virginia",0.2,0.1,3.6
2878,"Mecklenburg County, Virginia",0.5,1.9,2.2
2879,"Middlesex County, Virginia",0.6,2.4,1.1
2880,"Montgomery County, Virginia",5.2,4.3,2.6
2881,"Nelson County, Virginia",0.5,1.7,3.1
2882,"New Kent County, Virginia",0.3,0.3,1.2
2883,"Northampton County, Virginia",1.2,3.7,1.3
2884,"Northumberland County, Virginia",0.7,0.7,1.2
2885,"Nottoway County, Virginia",0.2,0.4,2.9
2886,"Orange County, Virginia",1.2,1.2,1.5
2887,"Page County, Virginia",0.5,1.3,0.7
2888,"Patrick County, Virginia",0.3,1.4,1.7
2889,"Pittsylvania County, Virginia",0.2,0.9,0.9
2890,"Powhatan County, Virginia",0.3,0.3,1.6
2891,"Prince Edward County, Virginia",0.2,8.7,5.1
2892,"Prince George County, Virginia",0.5,1.6,2.5
2893,"Prince William County, Virginia",5.8,1.4,1.2
2894,"Pulaski County, Virginia",0.6,1.2,1.5
2895,"Rappahannock County, Virginia",1.7,2.8,0.7
2896,"Richmond County, Virginia",2.1,1.1,1.9
2897,"Roanoke County, Virginia",0.4,0.7,0.8
2898,"Rockbridge County, Virginia",0.2,0.4,1.4
2899,"Rockingham County, Virginia",0.3,2.8,1.6
2900,"Russell County, Virginia",0.0,1.7,0.4
2901,"Scott County, Virginia",0.1,0.7,0.7
2902,"Shenandoah County, Virginia",0.3,1.8,0.8
2903,"Smyth County, Virginia",0.9,0.9,1.1
2904,"Southampton County, Virginia",0.3,0.7,1.8
2905,"Spotsylvania County, Virginia",2.8,0.6,1.1
2906,"Stafford County, Virginia",3.8,1.5,1.1
2907,"Surry County, Virginia",0.4,0.5,1.5
2908,"Sussex County, Virginia",0.7,1.0,1.2
2909,"Tazewell County, Virginia",0.1,1.5,0.7
2910,"Warren County, Virginia",0.2,2.3,1.3
2911,"Washington County, Virginia",0.3,1.8,0.6
2912,"Westmoreland County, Virginia",0.4,5.0,2.1
2913,"Wise County, Virginia",0.8,1.9,0.7
2914,"Wythe County, Virginia",0.9,1.5,0.8
2915,"York County, Virginia",0.3,1.7,1.1
2916,"Alexandria city, Virginia",21.7,3.6,2.5
2917,"Bristol city, Virginia",1.7,2.4,2.5
2918,"Buena Vista city, Virginia",0.0,7.0,2.5
2919,"Charlottesville city, Virginia",8.6,12.6,5.3
2920,"Chesapeake city, Virginia",0.7,1.4,1.2
2921,"Colonial Heights city, Virginia",0.1,1.5,2.1
2922,"Covington city, Virginia",0.4,1.1,0.5
2923,"Danville city, Virginia",2.2,2.0,1.2
2924,"Emporia city, Virginia",0.0,2.9,0.9
2925,"Fairfax city, Virginia",10.7,4.5,0.8
2926,"Falls Church city, Virginia",22.2,3.0,2.6
2927,"Franklin city, Virginia",0.0,4.1,0.4
2928,"Fredericksburg city, Virginia",3.9,5.4,1.2
2929,"Galax city, Virginia",1.0,1.2,0.4
2930,"Hampton city, Virginia",2.8,2.5,1.4
2931,"Harrisonburg city, Virginia",2.9,8.4,2.6
2932,"Hopewell city, Virginia",0.9,1.0,2.4
2933,"Lexington city, Virginia",0.0,31.7,2.6
2934,"Lynchburg city, Virginia",3.7,5.2,1.4
2935,"Manassas city, Virginia",4.3,1.5,1.3
2936,"Manassas Park city, Virginia",6.3,0.9,2.6
2937,"Martinsville city, Virginia",1.0,2.1,2.4
2938,"Newport News city, Virginia",3.5,4.0,1.5
2939,"Norfolk city, Virginia",4.0,5.2,1.9
2940,"Norton city, Virginia",0.0,2.7,0.0
2941,"Petersburg city, Virginia",2.6,2.8,2.6
2942,"Poquoson city, Virginia",0.0,0.1,1.5
2943,"Portsmouth city, Virginia",2.2,3.7,1.9
2944,"Radford city, Virginia",0.5,10.9,1.9
2945,"Richmond city, Virginia",5.7,5.1,3.6
2946,"Roanoke city, Virginia",3.0,2.5,2.0
2947,"Salem city, Virginia",1.1,4.2,0.9
2948,"Staunton city, Virginia",0.5,5.1,1.9
2949,"Suffolk city, Virginia",0.4,1.3,1.2
2950,"Virginia Beach city, Virginia",0.9,2.5,1.8
2951,"Waynesboro city, Virginia",0.4,1.5,2.6
2952,"Williamsburg city, Virginia",3.7,15.3,2.3
2953,"Winchester city, Virginia",1.1,7.5,2.7
2954,"Adams County, Washington",0.5,2.3,1.8
2955,"Asotin County, Washington",0.9,2.7,2.0
2956,"Benton County, Washington",1.1,2.1,1.2
2957,"Chelan County, Washington",1.5,4.4,2.5
2958,"Clallam County, Washington",2.3,4.4,2.3
2959,"Clark County, Washington",2.4,1.8,1.5
2960,"Columbia County, Washington",2.0,9.1,3.6
2961,"Cowlitz County, Washington",0.2,1.7,1.7
2962,"Douglas County, Washington",0.5,2.5,4.2
2963,"Ferry County, Washington",0.4,11.7,1.5
2964,"Franklin County, Washington",0.7,1.5,0.8
2965,"Garfield County, Washington",0.1,5.7,0.9
2966,"Grant County, Washington",2.4,2.8,2.5
2967,"Grays Harbor County, Washington",1.5,2.2,2.0
2968,"Island County, Washington",2.8,3.5,2.4
2969,"Jefferson County, Washington",1.7,5.9,2.6
2970,"King County, Washington",12.1,4.7,2.8
2971,"Kitsap County, Washington",9.1,4.7,2.3
2972,"Kittitas County, Washington",0.8,9.2,3.8
2973,"Klickitat County, Washington",0.0,4.5,1.2
2974,"Lewis County, Washington",1.0,2.3,0.8
2975,"Lincoln County, Washington",0.2,5.7,3.8
2976,"Mason County, Washington",1.4,1.5,1.3
2977,"Okanogan County, Washington",0.8,6.2,1.6
2978,"Pacific County, Washington",0.5,4.1,2.6
2979,"Pend Oreille County, Washington",0.0,2.0,1.4
2980,"Pierce County, Washington",3.4,2.3,1.5
2981,"San Juan County, Washington",2.1,9.5,4.0
2982,"Skagit County, Washington",1.1,2.5,2.0
2983,"Skamania County, Washington",0.2,3.2,2.5
2984,"Snohomish County, Washington",5.5,1.8,1.6
2985,"Spokane County, Washington",2.6,2.9,1.6
2986,"Stevens County, Washington",0.8,3.5,1.7
2987,"Thurston County, Washington",1.9,2.2,2.3
2988,"Wahkiakum County, Washington",4.5,4.5,0.5
2989,"Walla Walla County, Washington",0.7,8.7,3.1
2990,"Whatcom County, Washington",2.8,5.0,2.9
2991,"Whitman County, Washington",5.1,16.6,2.9
2992,"Yakima County, Washington",0.8,1.8,1.1
2993,"Barbour County, West Virginia",0.3,3.8,1.0
2994,"Berkeley County, West Virginia",1.0,1.1,0.4
2995,"Boone County, West Virginia",0.0,2.7,0.1
2996,"Braxton County, West Virginia",0.1,2.0,3.3
2997,"Brooke County, West Virginia",0.6,4.5,0.3
2998,"Cabell County, West Virginia",1.1,4.1,2.5
2999,"Calhoun County, West Virginia",0.0,2.0,1.1
3000,"Clay County, West Virginia",0.0,2.1,3.0
3001,"Doddridge County, West Virginia",0.0,2.4,1.7
3002,"Fayette County, West Virginia",0.1,4.0,3.6
3003,"Gilmer County, West Virginia",0.1,4.7,2.0
3004,"Grant County, West Virginia",0.3,2.6,0.3
3005,"Greenbrier County, West Virginia",0.4,3.0,0.6
3006,"Hampshire County, West Virginia",0.4,2.2,0.0
3007,"Hancock County, West Virginia",1.4,1.3,1.3
3008,"Hardy County, West Virginia",0.4,5.7,0.1
3009,"Harrison County, West Virginia",0.6,2.6,1.9
3010,"Jackson County, West Virginia",0.3,2.9,0.6
3011,"Jefferson County, West Virginia",2.5,2.9,0.6
3012,"Kanawha County, West Virginia",2.0,2.9,0.7
3013,"Lewis County, West Virginia",0.0,2.1,1.7
3014,"Lincoln County, West Virginia",0.1,2.8,3.0
3015,"Logan County, West Virginia",0.0,3.7,0.5
3016,"McDowell County, West Virginia",0.6,1.7,0.3
3017,"Marion County, West Virginia",0.8,2.8,0.5
3018,"Marshall County, West Virginia",0.7,2.0,0.8
3019,"Mason County, West Virginia",0.2,2.7,0.7
3020,"Mercer County, West Virginia",0.5,2.8,1.1
3021,"Mineral County, West Virginia",0.2,1.4,0.8
3022,"Mingo County, West Virginia",0.0,3.2,0.2
3023,"Monongalia County, West Virginia",1.9,6.4,1.1
3024,"Monroe County, West Virginia",0.0,1.4,0.1
3025,"Morgan County, West Virginia",0.0,1.6,0.7
3026,"Nicholas County, West Virginia",0.4,0.7,1.9
3027,"Ohio County, West Virginia",1.6,5.8,0.9
3028,"Pendleton County, West Virginia",0.3,2.3,0.7
3029,"Pleasants County, West Virginia",0.3,1.6,0.5
3030,"Pocahontas County, West Virginia",0.2,2.4,0.6
3031,"Preston County, West Virginia",0.3,1.8,0.4
3032,"Putnam County, West Virginia",0.2,1.1,0.5
3033,"Raleigh County, West Virginia",0.1,1.9,1.2
3034,"Randolph County, West Virginia",0.0,3.2,0.8
3035,"Ritchie County, West Virginia",0.0,2.2,1.3
3036,"Roane County, West Virginia",0.0,1.3,1.3
3037,"Summers County, West Virginia",0.0,1.6,0.7
3038,"Taylor County, West Virginia",0.2,0.6,2.2
3039,"Tucker County, West Virginia",0.2,2.8,0.3
3040,"Tyler County, West Virginia",0.2,3.4,0.2
3041,"Upshur County, West Virginia",0.2,3.6,1.7
3042,"Wayne County, West Virginia",0.4,1.1,1.3
3043,"Webster County, West Virginia",0.2,5.6,2.4
3044,"Wetzel County, West Virginia",0.0,3.1,0.6
3045,"Wirt County, West Virginia",0.0,1.3,1.1
3046,"Wood County, West Virginia",0.8,1.9,1.0
3047,"Wyoming County, West Virginia",0.0,1.6,2.8
3048,"Adams County, Wisconsin",0.2,1.4,1.7
3049,"Ashland County, Wisconsin",0.5,7.9,1.7
3050,"Barron County, Wisconsin",0.2,5.5,1.3
3051,"Bayfield County, Wisconsin",1.2,4.7,1.5
3052,"Brown County, Wisconsin",0.8,2.5,1.8
3053,"Buffalo County, Wisconsin",0.3,4.1,1.0
3054,"Burnett County, Wisconsin",0.2,2.6,1.1
3055,"Calumet County, Wisconsin",0.2,1.3,1.0
3056,"Chippewa County, Wisconsin",0.2,2.6,1.5
3057,"Clark County, Wisconsin",0.1,5.0,2.8
3058,"Columbia County, Wisconsin",0.2,2.9,1.4
3059,"Crawford County, Wisconsin",0.4,3.4,1.4
3060,"Dane County, Wisconsin",5.4,5.6,3.5
3061,"Dodge County, Wisconsin",0.1,2.9,1.4
3062,"Door County, Wisconsin",0.4,4.4,1.3
3063,"Douglas County, Wisconsin",1.5,3.8,1.9
3064,"Dunn County, Wisconsin",0.1,7.2,1.5
3065,"Eau Claire County, Wisconsin",1.1,4.0,1.7
3066,"Florence County, Wisconsin",0.8,0.6,1.4
3067,"Fond du Lac County, Wisconsin",0.3,3.6,1.4
3068,"Forest County, Wisconsin",0.1,2.4,1.1
3069,"Grant County, Wisconsin",0.3,6.7,1.9
3070,"Green County, Wisconsin",0.0,3.5,1.5
3071,"Green Lake County, Wisconsin",0.4,4.5,2.1
3072,"Iowa County, Wisconsin",0.4,4.1,1.7
3073,"Iron County, Wisconsin",0.2,3.2,1.1
3074,"Jackson County, Wisconsin",0.1,2.5,1.3
3075,"Jefferson County, Wisconsin",0.4,3.5,1.4
3076,"Juneau County, Wisconsin",0.7,2.8,1.3
3077,"Kenosha County, Wisconsin",1.0,1.8,1.5
3078,"Kewaunee County, Wisconsin",0.7,4.5,0.8
3079,"La Crosse County, Wisconsin",1.1,4.9,2.7
3080,"Lafayette County, Wisconsin",0.3,5.0,1.4
3081,"Langlade County, Wisconsin",0.4,3.9,1.7
3082,"Lincoln County, Wisconsin",0.5,2.1,0.9
